0.0	8.6935
1.0	7.2463
2.0	6.6204
3.0	6.2293
4.0	5.9463
5.0	5.7244
6.0	5.5415
7.0	5.3844
8.0	5.2453
9.0	5.1212
10.0	5.0098
11.0	4.9077
12.0	4.8153
13.0	4.7303
14.0	4.6506
15.0	4.5744
16.0	4.5028
18.0	4.3727
20.0	4.2545
22.0	4.1473
24.0	4.05
26.0	3.9596
28.0	3.8742
30.0	3.7952
32.0	3.7185
36.0	3.5833
40.0	3.457
44.0	3.3414
48.0	3.2371
52.0	3.1405
56.0	3.05
60.0	2.9657
64.0	2.8876
72.0	2.7418
80.0	2.6155
88.0	2.4957
96.0	2.3858
104.0	2.2834
112.0	2.193
120.0	2.1087
128.0	2.0297
144.0	1.8972
160.0	1.775
176.0	1.6544
192.0	1.5483
208.0	1.4533
224.0	1.3689
240.0	1.2955
256.0	1.2259
288.0	1.0826
320.0	0.9587
352.0	0.8495
384.0	0.7615
416.0	0.6773
448.0	0.6111
480.0	0.5544
512.0	0.4902
576.0	0.4079
640.0	0.3193
704.0	0.2433
768.0	0.2045
832.0	0.1658
896.0	0.1428
960.0	0.1119
1024.0	0.1107
