time tau_xy tau_yz tau_xz sigma_xy sigma_yz sigma_xz
172860.0000 -0.0333 0.0264 0.0329 2.6282 2.6666 2.8314
172870.0000 -0.1145 -0.0643 0.2713 2.6586 2.6087 2.6835
172880.0000 0.0066 -0.1351 0.1505 2.7111 2.8475 2.7362
172890.0000 -0.0020 -0.1788 0.0873 2.6291 2.8134 2.7334
172900.0000 0.2910 -0.1246 0.0270 2.7332 2.5649 2.7583
172910.0000 0.0340 -0.0204 0.0113 2.6736 2.6727 2.9505
172920.0000 -0.0143 0.0984 -0.1240 2.6709 2.6103 2.7576
172930.0000 -0.1064 0.0828 0.0527 2.6745 2.6487 2.7413
172940.0000 -0.0741 0.1148 -0.0040 2.7024 2.7584 2.7582
172950.0000 -0.0293 0.1051 -0.0166 2.8021 2.9932 2.8920
172960.0000 0.1448 -0.0658 0.0494 2.6421 2.7753 2.7453
172970.0000 0.0915 -0.0838 -0.1991 2.9800 2.8006 2.7522
172980.0000 -0.0472 0.0627 -0.0228 2.7939 2.7487 2.8164
172990.0000 -0.0453 -0.0595 -0.0075 2.6500 2.7470 2.6106
173000.0000 -0.1604 -0.0561 0.0215 2.7047 2.6210 2.7375
173010.0000 -0.1160 0.0149 0.1089 2.7173 2.8444 2.7153
173020.0000 0.0241 -0.0324 -0.0867 2.7802 2.7790 2.9767
173030.0000 0.0730 0.0327 0.1098 2.8099 2.7420 2.6941
173040.0000 -0.0800 -0.0931 0.2253 2.6854 2.7520 2.7199
173050.0000 0.1467 0.0307 0.0649 2.7665 2.5669 2.6910
173060.0000 0.1223 0.0028 -0.0594 2.7873 2.6052 2.9012
173070.0000 0.0363 0.0482 -0.0916 2.7298 2.7396 2.6999
173080.0000 -0.0703 0.0242 -0.0359 2.7050 2.8093 2.7861
173090.0000 -0.0729 -0.0177 -0.0127 2.6814 2.9623 2.8033
173100.0000 0.0005 -0.0275 -0.0324 2.8447 2.8153 2.8877
173110.0000 -0.0236 -0.1769 0.0254 2.7594 2.9095 2.9250
173120.0000 0.0990 -0.0373 -0.2689 2.7187 2.8370 2.9430
173130.0000 0.1075 -0.0890 -0.1155 2.8641 3.0491 2.9673
173140.0000 0.1308 -0.0486 -0.2862 2.8499 2.9513 3.0058
173150.0000 0.0247 -0.0184 -0.4022 2.7475 3.0006 2.8745
173160.0000 0.0971 0.0439 -0.2456 2.7164 2.9137 2.9827
173170.0000 0.0418 -0.0217 -0.2030 2.7929 2.8493 2.8719
173180.0000 0.0690 0.1373 -0.1202 2.6876 2.8762 2.8116
173190.0000 -0.0332 0.1103 -0.0112 2.7099 2.7065 2.7099
173200.0000 0.0567 0.0001 -0.0026 2.7567 2.7276 2.6823
173210.0000 0.1111 0.1241 -0.2064 2.6508 2.8240 2.7348
173220.0000 -0.0355 -0.0631 -0.1846 2.8972 2.7395 2.8098
173230.0000 0.1063 0.1916 -0.2170 2.7314 2.9304 2.5834
173240.0000 0.0049 0.0463 -0.1411 2.8019 2.7259 2.4348
173250.0000 0.1218 -0.0559 -0.1546 2.5692 2.7728 2.7131
173260.0000 0.2429 -0.0072 -0.0425 2.6967 2.7056 2.6898
173270.0000 0.0267 -0.2657 0.0586 2.7231 2.6622 2.7062
173280.0000 0.1274 -0.0684 0.0944 2.7445 2.7470 2.6940
173290.0000 0.1408 -0.2032 -0.0235 2.6192 2.8486 2.6915
173300.0000 0.1649 0.0826 -0.0955 2.6720 2.7962 2.7280
173310.0000 0.3585 -0.1183 -0.1406 2.5380 2.8268 2.6188
173320.0000 0.2635 -0.0157 0.1214 2.6292 2.8162 2.7412
173330.0000 0.1620 0.0667 0.0666 2.8334 2.9153 2.9682
173340.0000 0.1722 0.1791 -0.0673 2.5689 2.7511 2.7156
173350.0000 0.1639 0.1401 0.0197 2.7603 2.9001 2.6472
173360.0000 0.2428 0.1614 -0.0698 2.7303 3.1162 2.7566
173370.0000 0.1832 0.1372 -0.0064 2.6766 2.8127 2.9564
173380.0000 0.0292 0.0783 0.0388 2.7439 2.8349 2.7441
173390.0000 -0.0016 0.1315 -0.0518 2.6754 3.0016 2.9380
173400.0000 0.0481 0.0659 0.0538 2.5819 2.8769 2.8105
173410.0000 0.1003 0.0840 0.1640 2.7963 2.9499 2.8572
173420.0000 0.1636 0.0501 0.0790 2.6469 2.7230 2.6504
173430.0000 0.0099 0.0649 0.0583 2.7949 2.7436 2.6163
173440.0000 0.0394 0.1069 0.2315 2.8304 2.6391 2.5882
173450.0000 -0.0210 0.1288 0.1155 2.7426 2.7485 2.4832
173460.0000 0.0029 0.2691 0.0193 2.7988 2.8718 2.4776
173470.0000 0.0126 0.2123 0.1802 2.7309 2.7259 2.5913
173480.0000 -0.0100 0.1565 0.0314 2.7864 2.9177 2.7523
173490.0000 -0.0141 0.0876 -0.0046 2.9199 2.6503 2.5543
173500.0000 0.0682 0.0996 -0.0331 2.5590 2.7780 2.5763
173510.0000 0.1147 0.1783 0.0839 2.7705 2.7485 2.5336
173520.0000 0.0870 -0.0331 0.1392 2.9492 2.9708 2.8169
173530.0000 0.1044 0.1713 0.0042 2.8804 2.8490 2.8225
173540.0000 -0.0624 0.0117 0.1658 2.8293 2.8150 2.7749
173550.0000 0.0619 0.0142 0.2330 2.9429 3.1375 2.7130
173560.0000 0.0069 -0.1175 0.0508 2.6268 2.8233 2.8080
173570.0000 0.1867 -0.0088 0.2264 2.6898 2.9260 2.6601
173580.0000 0.0984 0.0967 0.1477 2.7276 2.7404 2.5606
173590.0000 0.1096 0.1046 0.1354 2.7253 2.8380 2.6467
173600.0000 0.1787 0.0766 0.0416 2.8169 2.8607 2.6276
173610.0000 0.0436 -0.0218 0.0102 2.8236 2.8180 2.6900
173620.0000 0.0417 0.0829 -0.0191 2.8073 2.8466 2.7258
173630.0000 -0.0687 0.1935 0.1879 2.6947 2.7863 2.7009
173640.0000 0.1507 0.1910 -0.0339 2.7418 2.8909 2.9028
173650.0000 0.2728 0.0600 0.1775 2.7921 2.9270 2.7109
173660.0000 0.1398 0.0089 0.2175 2.8054 2.7857 2.7825
173670.0000 0.0676 0.0565 0.0762 2.6232 2.8003 2.7107
173680.0000 0.1318 0.1809 -0.0330 2.8942 2.7801 2.6886
173690.0000 0.2455 0.0570 0.0787 2.6815 2.7361 2.4882
173700.0000 0.0285 0.0900 0.0422 2.6320 2.6700 2.6093
173710.0000 0.1130 0.0881 0.1544 2.6859 2.6291 2.6467
173720.0000 0.3268 0.0658 0.1086 2.6381 2.8769 2.6299
173730.0000 0.0614 -0.0040 0.1728 2.7332 2.8223 2.5673
173740.0000 0.0789 0.1027 -0.0929 2.5799 2.7389 2.4517
173750.0000 0.2695 0.0472 -0.0914 2.8147 2.6907 2.6514
173760.0000 0.1030 0.0422 -0.1203 2.6991 2.7316 2.7528
173770.0000 0.2143 -0.0420 0.0027 2.8005 2.5498 2.6811
173780.0000 0.1450 0.0172 -0.1038 2.7735 2.5837 2.8829
173790.0000 0.2024 0.0860 -0.0847 2.7024 2.6463 2.8912
173800.0000 0.0202 0.1124 -0.1676 2.7915 2.6117 2.8519
173810.0000 0.0423 0.0981 0.0274 2.7661 2.6377 2.6570
173820.0000 0.0177 0.1335 0.0770 2.8486 2.7028 2.6867
173830.0000 0.1351 0.2459 0.0264 2.5942 2.6947 2.6424
173840.0000 -0.0306 0.1057 0.1876 2.7872 2.8698 2.7380
173850.0000 0.1991 0.1306 0.0159 2.7056 2.6071 2.5473
173860.0000 0.0115 0.3060 -0.1947 2.5494 2.6255 2.6434
173870.0000 0.2320 0.1343 -0.2063 2.7988 2.7306 2.6647
173880.0000 0.1681 0.2377 -0.1327 2.6694 2.5329 2.5920
173890.0000 0.0612 0.0994 -0.1058 2.5241 2.5896 2.6104
173900.0000 0.2221 0.0984 -0.1855 2.5200 2.5759 2.6168
173910.0000 0.0204 0.1807 -0.0344 2.6882 2.7052 2.6933
173920.0000 0.1022 0.1790 -0.2737 2.4737 2.6333 2.5973
173930.0000 0.2110 0.1407 -0.1240 2.5671 2.5362 2.5728
173940.0000 0.2076 -0.0663 -0.1329 2.7020 2.8090 2.7670
173950.0000 0.2548 -0.0556 -0.0217 2.9091 2.7048 2.7669
173960.0000 0.1185 -0.0294 -0.1778 2.7316 2.6869 2.7780
173970.0000 0.3088 0.0154 -0.0762 2.5836 2.8505 2.6475
173980.0000 0.1227 -0.0849 0.0756 2.6078 2.5124 2.8508
173990.0000 0.0058 -0.0987 0.0878 2.7191 2.5449 2.6978
174000.0000 -0.1576 -0.0815 0.0624 2.8165 2.6423 2.5796
174010.0000 -0.1443 0.1022 0.0999 2.7274 2.4072 2.6877
174020.0000 0.0196 -0.0031 -0.2183 2.8303 2.4645 2.5726
174030.0000 -0.1064 0.0928 -0.0069 2.6443 2.4716 2.7887
174040.0000 -0.2640 0.1810 -0.1117 2.7640 2.5306 2.6091
174050.0000 -0.1199 0.0319 -0.1271 2.5757 2.8085 2.6362
174060.0000 -0.3027 -0.0635 0.0247 2.5735 2.6477 2.8839
174070.0000 -0.1341 0.0779 0.1207 2.6453 2.6878 2.7954
174080.0000 -0.1315 0.0533 0.0141 2.6130 2.7035 2.7147
174090.0000 -0.1853 -0.0273 0.0728 2.5390 2.6688 2.7377
174100.0000 -0.1095 -0.0657 -0.0718 2.6299 2.8061 2.7405
174110.0000 -0.0732 0.0908 -0.1407 2.4882 2.6319 2.7991
174120.0000 -0.0069 0.0541 -0.0317 2.6225 2.7365 2.6616
174130.0000 0.1006 0.1275 0.0567 2.5978 2.6309 2.7751
174140.0000 0.0459 -0.0829 0.1301 2.5356 2.7260 2.6798
174150.0000 0.1486 0.0309 -0.0275 2.5275 2.4881 2.6364
174160.0000 0.1508 0.0381 0.0544 2.6059 2.6197 2.6497
174170.0000 0.1175 0.0197 -0.0179 2.6411 2.7828 2.8428
174180.0000 0.0032 0.0764 -0.1700 2.6768 2.7168 2.7103
174190.0000 -0.1451 0.1252 -0.0577 2.7275 2.7555 2.8356
174200.0000 0.0613 0.0905 -0.1715 2.7448 2.7106 2.9042
174210.0000 0.0380 -0.0247 -0.0323 2.8303 2.6671 2.7234
174220.0000 0.1180 0.0239 -0.2280 2.7440 2.6606 2.6022
174230.0000 0.2335 -0.1607 -0.1316 2.5825 2.6118 2.5998
174240.0000 0.2926 -0.0851 -0.0686 2.6709 2.6177 2.7834
174250.0000 0.1798 -0.0162 -0.2022 2.7225 2.7571 2.8327
174260.0000 0.1042 -0.0435 -0.1620 2.7074 2.7592 2.6474
174270.0000 0.0328 -0.1812 -0.1689 2.6292 2.7808 2.6517
174280.0000 0.0414 -0.1831 -0.1083 2.5127 2.5694 2.8584
174290.0000 -0.0031 -0.0480 -0.0862 2.6489 2.7400 2.6212
174300.0000 0.0885 -0.0921 -0.2758 2.7996 2.7759 2.6911
174310.0000 -0.0341 -0.0815 -0.2514 2.6153 2.6875 2.6590
174320.0000 0.0767 -0.1978 -0.1558 2.5597 2.7906 2.7392
174330.0000 0.0069 -0.2414 -0.2926 2.6274 2.7315 2.7535
174340.0000 -0.0745 -0.2396 -0.1052 2.4659 2.8352 2.6278
174350.0000 0.0635 -0.3062 -0.1284 2.4832 2.9751 2.7607
174360.0000 0.0180 -0.3499 0.0491 2.6806 2.6631 2.6760
174370.0000 -0.1909 -0.2917 0.1592 2.5272 2.6597 2.7741
174380.0000 -0.1168 -0.0932 -0.0266 2.6967 2.8577 2.6099
174390.0000 -0.1358 -0.2077 0.1497 2.6709 2.6897 2.8525
174400.0000 -0.1247 -0.0391 -0.0154 2.6015 2.6072 2.7978
174410.0000 -0.2929 -0.1107 0.1292 2.5499 2.6379 2.7009
174420.0000 -0.0564 -0.2399 0.2868 2.6904 2.8968 2.7751
174430.0000 -0.2064 -0.2331 0.1252 2.6896 2.8190 2.8666
174440.0000 -0.1023 0.0002 0.1464 2.6472 2.7933 2.8700
174450.0000 -0.1716 -0.2173 0.0144 2.7747 2.7791 2.8565
174460.0000 -0.0537 -0.3174 -0.0368 2.7469 2.6972 2.8107
174470.0000 -0.0462 -0.3146 0.0015 2.8567 2.6343 2.6615
174480.0000 -0.1072 -0.1974 -0.0135 2.7608 2.8568 2.5774
174490.0000 0.0026 -0.1769 -0.0600 2.7256 2.6807 2.7648
174500.0000 0.0521 -0.1378 -0.0566 2.7925 2.7204 2.6887
174510.0000 0.0485 -0.0990 0.0684 2.8183 2.8419 2.6851
174520.0000 0.1301 0.0075 -0.0405 2.8191 2.8432 2.8382
174530.0000 0.2355 -0.2475 0.0138 2.8336 2.6413 2.7424
174540.0000 -0.0020 -0.1534 0.0364 2.8040 2.6016 2.4937
174550.0000 0.0909 -0.2519 -0.0479 2.8175 2.6067 2.8846
174560.0000 0.0886 -0.2361 0.1170 2.9732 2.7563 2.6866
174570.0000 -0.0096 -0.0976 0.0027 2.7933 2.6737 2.6749
174580.0000 0.0768 -0.0912 0.0253 2.7882 2.7736 2.8276
174590.0000 -0.0011 -0.0437 0.0124 2.7916 2.7993 2.8067
174600.0000 0.0729 0.1111 0.0459 2.9293 2.6846 2.7537
174610.0000 -0.0651 -0.2659 -0.1668 2.7772 2.6561 2.7181
174620.0000 0.0942 -0.0448 -0.3833 2.8767 2.6643 2.7782
174630.0000 0.0060 0.0354 -0.3022 2.7989 2.6619 2.6526
174640.0000 0.0050 -0.1137 -0.1282 2.7652 2.6595 2.6843
174650.0000 0.0056 -0.0786 -0.1275 2.8418 2.6289 2.6809
174660.0000 0.0550 -0.1153 -0.0302 2.8524 2.6936 2.6546
174670.0000 0.0637 -0.0487 -0.0266 2.8182 2.7552 2.6662
174680.0000 0.1028 0.1425 -0.0341 2.8844 2.7327 2.7094
174690.0000 -0.0952 -0.1495 0.1022 2.7732 2.6766 2.6330
174700.0000 0.1035 -0.0860 0.0477 2.6705 2.8607 2.8005
174710.0000 -0.0399 -0.2102 0.0249 2.6025 2.6868 2.6667
174720.0000 0.0746 -0.0966 -0.0930 2.5639 2.7004 2.7116
174730.0000 0.0820 -0.1079 0.0946 2.6622 2.7303 2.6436
174740.0000 0.0310 -0.1341 0.2972 2.7181 2.5686 2.5725
174750.0000 0.2179 -0.2566 0.0027 2.7831 2.6263 2.7395
174760.0000 -0.0573 -0.1541 -0.0298 2.6487 2.6368 2.6277
174770.0000 0.0481 -0.1098 -0.1076 2.7250 2.7520 2.6596
174780.0000 -0.0914 0.0518 0.0341 2.6646 2.6154 2.8266
174790.0000 0.0234 -0.1009 -0.1455 2.5783 2.6202 2.8697
174800.0000 0.1228 0.0390 0.0174 2.7151 2.7002 2.6014
174810.0000 -0.0208 -0.1196 -0.1131 2.5825 2.8049 2.6452
174820.0000 -0.0911 -0.2634 -0.0918 2.7610 2.7433 2.5504
174830.0000 -0.1424 -0.1673 -0.0125 2.6637 2.7809 2.8777
174840.0000 -0.1897 -0.1549 0.0753 2.7449 2.8016 2.5681
174850.0000 -0.1457 -0.0340 -0.1020 2.8978 2.7997 2.8432
174860.0000 -0.1960 0.0582 0.0004 2.7242 2.5191 2.5896
174870.0000 0.0958 -0.0129 -0.0293 2.8430 2.8587 2.8339
174880.0000 0.0892 0.0146 0.1626 2.7395 2.7070 2.9859
174890.0000 0.0263 -0.0130 0.1657 2.6216 2.7553 2.7066
174900.0000 0.0913 -0.0679 0.0795 2.5313 2.5577 2.5967
174910.0000 -0.0395 -0.0499 0.1162 2.5577 2.7015 2.7888
174920.0000 -0.0147 -0.0595 0.0543 2.5393 2.8458 2.8120
174930.0000 0.0618 -0.0199 0.0098 2.5415 2.7865 2.7219
174940.0000 0.0931 0.1162 -0.0530 2.5427 2.7785 2.9143
174950.0000 -0.1348 0.1423 -0.1338 2.6080 2.8154 2.8396
174960.0000 -0.0714 0.1004 0.0889 2.6380 2.8172 2.8174
174970.0000 -0.0870 -0.0352 0.0025 2.8205 2.6441 2.8791
174980.0000 -0.0861 0.0788 0.1619 2.7412 2.6326 2.9079
174990.0000 -0.0337 0.0753 0.0182 2.6702 2.5540 2.9038
175000.0000 0.0390 -0.0838 0.0229 2.4809 2.6449 2.6632
175010.0000 -0.0502 -0.0799 -0.0504 2.5822 2.5955 2.9306
175020.0000 0.0778 -0.0159 0.1382 2.5223 2.7748 2.6447
175030.0000 -0.0615 -0.1434 0.0776 2.5385 2.5883 2.7690
175040.0000 0.0164 -0.0892 0.1414 2.5721 2.5655 2.7078
175050.0000 -0.0909 -0.1497 0.0661 2.6847 2.7643 2.5225
175060.0000 -0.1034 -0.0647 -0.0492 2.7368 2.6581 2.8214
175070.0000 -0.0396 0.0349 0.0011 2.6481 2.8360 2.6718
175080.0000 -0.0627 0.0122 0.0589 2.8011 2.7434 2.7634
175090.0000 -0.0702 0.1941 0.0981 2.9587 2.7228 2.6000
175100.0000 -0.0638 -0.0009 0.0099 2.6356 2.5928 2.5175
175110.0000 0.1161 0.1161 -0.0826 2.6953 2.7519 2.6038
175120.0000 0.1900 0.0656 0.0467 2.7892 2.6123 2.6026
175130.0000 0.1536 0.1403 -0.0415 2.6798 2.7638 2.7337
175140.0000 0.1279 0.0700 -0.2182 2.8922 2.7195 2.7872
175150.0000 0.1024 0.1408 -0.1346 2.6640 2.8621 2.6679
175160.0000 0.0550 -0.0069 -0.0186 2.7294 2.7530 2.6871
175170.0000 -0.0073 0.2196 -0.1107 2.7632 2.9779 2.7613
175180.0000 0.0739 0.2694 -0.0420 2.7931 2.8424 2.8870
175190.0000 0.0360 0.1485 -0.1520 2.7333 2.8312 2.8089
175200.0000 0.2285 0.1803 -0.1893 2.7546 2.8234 2.7097
175210.0000 0.1966 0.2037 0.0921 2.8647 2.8803 2.8029
175220.0000 -0.0750 0.1387 0.1060 2.9831 2.8365 2.6576
175230.0000 0.2250 0.2155 -0.0245 2.9037 2.8750 2.8782
175240.0000 0.0695 -0.1327 0.0355 2.8971 2.7306 2.8442
175250.0000 -0.0526 -0.1855 -0.0322 2.7002 2.7065 2.7444
175260.0000 -0.0856 -0.0627 0.0737 2.7073 2.7041 2.8513
175270.0000 -0.0016 0.0984 -0.2568 2.6877 2.6644 2.7792
175280.0000 0.0538 -0.0832 -0.1752 2.6045 2.7306 2.7091
175290.0000 -0.1209 0.1228 0.1092 2.6958 2.8894 2.7104
175300.0000 -0.0660 0.1117 0.0555 2.5591 2.8606 2.6262
175310.0000 -0.2120 0.1166 0.1263 2.7701 2.7087 2.6902
175320.0000 -0.0771 0.0622 -0.0489 2.8433 2.5619 2.8058
175330.0000 -0.1520 -0.0103 0.1560 2.7100 2.6252 2.7072
175340.0000 -0.0462 0.0131 0.0008 2.5473 2.6607 2.5385
175350.0000 -0.0027 -0.1318 0.1321 2.5854 2.6249 2.6616
175360.0000 -0.2096 0.0351 0.1101 2.6646 2.5201 2.5736
175370.0000 -0.0264 -0.0102 -0.1706 2.5648 2.6291 2.6623
175380.0000 -0.1124 -0.1401 0.0057 2.6870 2.6589 2.7645
175390.0000 0.0324 0.1456 0.0652 2.5240 2.7915 2.6620
175400.0000 -0.0632 0.3683 0.0141 2.7310 2.5575 2.7234
175410.0000 -0.1896 0.1896 0.0357 2.6434 2.5613 2.8159
175420.0000 -0.1768 0.0034 0.1679 2.7083 2.7240 2.7507
175430.0000 -0.1084 -0.0764 0.0485 2.7968 2.5486 2.6975
175440.0000 -0.1498 -0.1454 -0.1116 2.9175 2.7215 2.7689
175450.0000 -0.0569 -0.0249 -0.0647 2.7435 2.7248 2.8606
175460.0000 -0.0365 -0.0539 -0.0223 2.7754 2.5208 2.6680
175470.0000 -0.1277 -0.0642 -0.0958 2.5418 2.7139 2.6164
175480.0000 -0.1952 -0.0403 -0.0690 2.6804 2.8721 2.7839
175490.0000 -0.1778 -0.0052 0.0546 2.6891 2.7708 2.8638
175500.0000 -0.1413 -0.1358 -0.0255 2.7318 2.7211 2.7465
175510.0000 -0.1314 -0.1317 0.0075 2.6771 2.6712 2.6960
175520.0000 -0.0227 -0.0963 0.0814 2.7061 2.6957 2.7225
175530.0000 0.1594 -0.0664 -0.0305 2.6209 2.6964 2.6082
175540.0000 0.0435 -0.0909 0.0822 2.6057 2.6002 2.7572
175550.0000 -0.0418 -0.0727 -0.0464 2.6414 2.6939 2.7494
175560.0000 -0.0920 -0.1176 -0.1404 2.7313 2.6502 2.6721
175570.0000 -0.0146 0.0244 -0.1512 2.7867 2.6828 2.7198
175580.0000 -0.0210 -0.0940 -0.2387 2.7952 2.7607 2.7552
175590.0000 0.0903 -0.1614 -0.1357 2.6868 2.7022 2.7387
175600.0000 0.1492 0.0445 -0.1216 2.5541 2.7037 2.5974
175610.0000 0.1096 0.0563 -0.1614 2.8445 2.6794 2.6512
175620.0000 -0.0329 -0.1250 -0.2826 2.5529 2.9415 2.6504
175630.0000 0.0253 0.0419 -0.1560 2.6986 2.7319 2.6919
175640.0000 0.0909 0.0299 -0.0855 2.6975 2.8737 2.6477
175650.0000 0.0385 -0.0169 -0.1057 2.6663 2.8271 2.6893
175660.0000 -0.1048 0.1064 -0.1466 2.7930 2.9500 2.9070
175670.0000 -0.1074 0.0909 -0.0335 2.7140 2.9513 2.6543
175680.0000 -0.0136 0.2062 -0.0483 2.6975 2.8024 2.7165
175690.0000 -0.2757 0.1254 -0.2595 2.6906 2.9088 2.7491
175700.0000 0.0077 0.1477 -0.0249 2.5853 2.9622 2.6646
175710.0000 -0.1252 0.0095 -0.0215 2.7414 2.6634 2.6933
175720.0000 -0.0631 0.0346 0.0038 2.6342 2.7191 2.7420
175730.0000 -0.0456 0.0542 -0.2492 2.8669 2.8451 2.6962
175740.0000 -0.0525 -0.0364 0.0381 2.6518 2.4723 2.7532
175750.0000 0.0225 -0.0732 -0.0177 2.7101 2.7109 2.6060
175760.0000 -0.1284 -0.0570 -0.0341 2.8360 2.9580 2.9052
175770.0000 0.0382 -0.0201 -0.1972 2.8171 2.7351 2.7795
175780.0000 0.0426 0.0964 -0.0679 2.4709 2.8331 2.7484
175790.0000 -0.0528 -0.0127 0.0663 2.3995 2.8711 2.7608
175800.0000 -0.1562 -0.0402 -0.0096 2.5417 2.7535 2.7885
175810.0000 -0.1184 0.0034 -0.0998 2.7673 2.9323 2.8245
175820.0000 -0.2809 0.0477 -0.0369 2.8299 2.9125 2.9475
175830.0000 -0.2041 0.0907 -0.0394 2.6489 2.7861 2.6296
175840.0000 -0.1215 0.0096 -0.1086 2.7954 2.5853 2.5905
175850.0000 0.0092 -0.0289 -0.2145 2.6187 2.7721 2.6919
175860.0000 -0.1815 0.1734 -0.0695 2.5729 2.7722 2.7149
175870.0000 -0.2208 0.2564 -0.1811 2.8050 2.8449 2.6326
175880.0000 -0.0996 0.2124 0.0583 2.6870 2.8213 2.6143
175890.0000 0.0497 0.0894 -0.0861 2.7414 2.8109 2.6631
175900.0000 -0.2150 0.0460 0.1443 2.5773 2.6060 2.6740
175910.0000 0.0291 0.1691 -0.0314 2.7750 2.6240 2.7547
175920.0000 -0.1143 0.0704 0.0290 2.6866 2.7619 2.7533
175930.0000 -0.1373 0.1445 -0.0053 2.7622 2.8061 2.7769
175940.0000 -0.1392 -0.0136 0.0172 2.5999 2.7330 2.6385
175950.0000 0.0041 0.0003 -0.1214 2.7255 2.6296 2.6134
175960.0000 -0.0567 0.1209 -0.0480 2.8471 2.6419 2.7967
175970.0000 -0.0473 -0.0910 -0.0680 2.7250 2.6700 2.6589
175980.0000 -0.1897 0.0019 -0.1490 2.7147 2.7169 2.7715
175990.0000 -0.0577 0.0382 0.0494 2.6364 2.6529 2.8644
176000.0000 0.0398 -0.0003 -0.0159 2.9587 2.6583 2.7657
176010.0000 0.0268 -0.1326 -0.0501 2.7738 2.6749 2.6721
176020.0000 0.0522 0.2012 -0.0272 2.8155 2.7365 2.7336
176030.0000 -0.0676 0.0401 -0.1348 2.7791 2.5738 2.6693
176040.0000 -0.0175 0.1280 -0.0622 2.6779 2.5153 2.7977
176050.0000 0.0821 0.0092 -0.0564 2.8764 2.6366 2.6779
176060.0000 -0.0356 0.1487 0.0361 2.8635 2.6409 2.5885
176070.0000 -0.2075 0.1002 -0.0892 2.8203 2.7261 2.6448
176080.0000 -0.0386 -0.0775 -0.2229 2.5816 2.6953 2.6176
176090.0000 0.0815 0.1865 -0.0643 2.7136 2.7292 2.6632
176100.0000 0.0008 0.2209 -0.1188 2.6743 2.6401 2.6084
176110.0000 -0.1375 -0.0229 0.0481 2.6628 2.8378 2.4962
176120.0000 -0.0042 0.1473 -0.0707 2.7685 2.7217 2.6152
176130.0000 -0.1128 0.1611 0.0325 2.8411 2.8250 2.5222
176140.0000 -0.1275 0.1709 0.0505 2.8465 2.9069 2.6780
176150.0000 -0.1674 0.1994 -0.0776 2.8072 2.8850 2.9225
176160.0000 -0.3865 0.1538 -0.0695 2.7579 2.8020 2.7581
176170.0000 -0.1423 0.2139 -0.0013 2.4797 2.6896 2.7627
176180.0000 -0.2127 0.1067 -0.1800 2.6711 2.4999 2.6144
176190.0000 -0.2658 0.2093 0.0158 2.6301 2.6238 2.7217
176200.0000 -0.2558 0.0748 0.0336 2.8568 2.5918 2.6755
176210.0000 -0.3046 -0.0040 -0.0596 2.6718 2.6171 2.7401
176220.0000 -0.2627 0.0017 0.0204 2.7275 2.5021 2.7389
176230.0000 -0.2012 -0.1106 -0.0032 2.7943 2.7255 2.6501
176240.0000 -0.1911 0.0604 -0.0874 2.6791 2.8166 2.6323
176250.0000 -0.2903 0.0736 0.0025 2.6214 2.7941 2.6812
176260.0000 0.0343 0.2599 0.0574 2.6247 2.8701 2.7080
176270.0000 -0.1841 0.1260 0.1240 2.7566 2.8239 2.4938
176280.0000 -0.0789 0.1291 0.1081 2.7237 2.6246 2.7503
176290.0000 -0.0562 0.0137 -0.0302 2.6567 2.9587 2.7538
176300.0000 0.0040 0.0031 0.0377 2.8424 2.6961 2.6598
176310.0000 -0.1713 0.1484 0.0042 2.7761 2.6888 2.6999
176320.0000 -0.1724 0.0693 -0.1189 3.0816 2.6877 2.7890
176330.0000 -0.1653 0.2248 -0.0379 2.7656 2.5244 2.7450
176340.0000 -0.0617 0.1368 0.0475 2.5691 2.9314 2.7630
176350.0000 -0.2458 0.0552 -0.0475 2.6814 2.7924 2.7571
176360.0000 -0.0382 -0.0588 -0.1047 2.7424 2.8225 2.8362
176370.0000 0.0884 0.1314 0.0495 2.8064 2.7275 2.8963
176380.0000 -0.0432 0.2668 0.0143 2.6714 2.8501 2.7333
176390.0000 -0.3733 0.2880 0.0495 2.8442 2.8130 2.7523
176400.0000 -0.1384 0.1362 0.1431 2.5761 2.6677 2.7588
176410.0000 -0.0469 0.1799 -0.0348 2.5518 2.7345 2.6916
176420.0000 -0.0631 0.1157 -0.0900 2.5508 2.8449 2.5346
176430.0000 0.0488 0.1120 -0.0259 2.7217 2.8969 2.7669
176440.0000 -0.1026 0.0524 0.0174 2.6949 2.9017 2.6663
176450.0000 0.1538 0.0413 0.0064 2.6963 2.7608 2.7274
176460.0000 0.0821 0.1517 0.0145 2.7197 2.8011 2.6803
176470.0000 0.0145 0.0268 0.0996 2.7279 2.8445 2.6822
176480.0000 -0.0483 0.0220 0.0438 2.6111 2.7283 2.5445
176490.0000 -0.0347 0.0897 0.0066 2.6884 2.8385 2.5841
176500.0000 -0.1356 0.2354 0.0138 2.8301 2.9825 2.7861
176510.0000 -0.1537 -0.0246 -0.0063 2.8881 2.8654 2.5612
176520.0000 0.0037 0.1670 0.1606 2.5932 2.7225 2.6866
176530.0000 -0.1727 0.0666 0.1979 2.8465 2.8519 2.7336
176540.0000 0.0368 -0.0833 -0.0713 2.7670 2.8964 2.7142
176550.0000 -0.1229 0.0057 0.1478 2.7079 2.8179 2.5992
176560.0000 -0.0478 0.1268 0.0118 2.5760 2.6274 2.6124
176570.0000 -0.0451 -0.0046 -0.0183 2.8191 2.4004 2.6840
