time tau_xy tau_yz tau_xz sigma_xy sigma_yz sigma_xz
26430.0000 0.0157 0.0072 -0.0320 2.7923 2.7485 2.8156
26440.0000 -0.1388 0.0229 0.0476 2.8429 2.9007 2.8276
26450.0000 -0.2319 0.0161 0.0730 2.6987 2.8353 2.7618
26460.0000 -0.1540 0.1011 0.0563 2.6935 2.8637 2.8564
26470.0000 -0.1798 0.0143 0.0442 2.7774 2.8638 2.6930
26480.0000 -0.0919 0.0632 0.0022 2.7011 2.7457 2.6384
26490.0000 -0.1497 0.1584 0.1080 2.6442 2.6516 2.7834
26500.0000 -0.0740 -0.0793 -0.0105 2.7329 2.7016 2.7027
26510.0000 -0.0130 0.0835 0.1257 2.8349 2.7592 2.7822
26520.0000 -0.2075 -0.0027 0.0525 2.7186 2.7122 2.8591
26530.0000 -0.2267 0.0941 0.0555 2.7585 2.8369 2.8217
26540.0000 -0.2582 0.0386 0.1423 2.7028 2.7697 2.9536
26550.0000 -0.1940 -0.0007 -0.0854 2.7334 3.0075 2.9310
26560.0000 -0.1528 0.0305 0.0111 2.7370 2.8784 2.6454
26570.0000 -0.1806 0.0496 -0.0211 2.7965 2.8811 2.7899
26580.0000 -0.0616 0.0103 -0.0241 2.9287 2.8739 2.7803
26590.0000 -0.0636 0.0484 -0.1985 2.6822 2.8106 2.8751
26600.0000 0.0645 0.0903 0.0359 2.8793 2.8476 2.7508
26610.0000 -0.0646 -0.0647 -0.1974 2.6141 2.8142 2.7978
26620.0000 -0.0564 0.1534 -0.2371 2.5762 2.8367 2.7372
26630.0000 -0.0689 -0.0125 0.0462 2.7872 2.9522 2.7559
26640.0000 -0.0219 0.1833 -0.0731 2.8832 2.9134 2.6251
26650.0000 0.0937 0.1326 0.0031 2.8648 2.8160 2.6501
26660.0000 -0.1222 -0.0580 0.0144 2.8762 2.8952 2.5319
26670.0000 -0.0003 0.0543 0.0555 2.8288 2.6852 2.5988
26680.0000 0.0667 0.0227 0.0668 2.6759 2.8396 2.5450
26690.0000 -0.1038 0.0612 -0.0857 2.6202 2.8287 2.8112
26700.0000 0.0827 0.0740 0.1277 2.6230 3.0034 2.9035
26710.0000 0.0457 -0.1135 -0.0879 2.6305 2.8603 2.8426
26720.0000 0.0582 -0.1317 -0.0507 2.6073 2.8919 2.9043
26730.0000 -0.0319 -0.0927 -0.2000 2.8034 2.8063 2.8364
26740.0000 0.0486 -0.1524 -0.0603 2.6505 2.9530 2.7508
26750.0000 -0.1089 -0.1278 -0.1866 2.7654 2.7695 2.9288
26760.0000 -0.0568 -0.1306 -0.1996 2.7219 3.0236 2.8637
26770.0000 -0.0987 -0.1405 -0.1098 2.8607 2.9217 2.9521
26780.0000 0.0783 -0.1496 -0.0811 2.8240 2.9365 2.7723
26790.0000 -0.0769 -0.0980 0.0364 2.7816 3.0767 3.0140
26800.0000 0.0116 -0.0452 -0.0364 2.7776 2.8787 2.9304
26810.0000 0.0053 0.0043 -0.0578 2.5728 2.9087 2.9696
26820.0000 0.0052 0.0465 0.0393 2.8994 2.7519 3.1072
26830.0000 -0.1075 0.0230 -0.0092 2.7787 2.8564 2.9367
26840.0000 0.0574 -0.1605 0.0195 2.7754 2.7763 2.8665
26850.0000 0.0348 -0.0173 0.0578 2.6248 2.8266 2.8972
26860.0000 -0.0032 -0.0759 0.1776 2.6971 2.7482 2.7530
26870.0000 0.1739 -0.0469 -0.0200 2.5892 2.7810 2.7143
26880.0000 0.0075 0.0204 0.0146 2.5281 2.7359 2.6764
26890.0000 0.0933 -0.0033 -0.1497 2.5163 2.5826 2.7658
26900.0000 0.1726 -0.0434 -0.0043 2.5469 2.7809 2.6787
26910.0000 0.1371 -0.0111 -0.0973 2.4974 2.6488 2.8121
26920.0000 0.1963 -0.0740 -0.1003 2.5836 2.7469 2.6562
26930.0000 0.1717 0.0662 -0.1987 2.5033 2.7726 2.6683
26940.0000 0.1080 -0.0352 -0.1549 2.6492 2.7060 2.7177
26950.0000 0.1845 -0.0371 -0.1942 2.6532 2.7819 2.9124
26960.0000 0.2375 -0.1180 -0.1042 2.5793 2.7677 2.8280
26970.0000 0.1444 -0.0796 -0.0902 2.5743 2.7591 2.7919
26980.0000 0.2828 -0.1999 -0.0096 2.7274 2.6230 2.7862
26990.0000 0.1480 -0.1913 -0.1280 2.6046 2.7883 2.8312
27000.0000 0.2188 -0.1070 -0.1421 2.5951 2.7755 2.7772
27010.0000 0.2512 -0.1438 -0.2244 2.4796 2.8577 2.7795
27020.0000 0.1915 -0.1291 -0.1138 2.5521 2.8276 2.7353
27030.0000 0.1489 0.0035 0.1576 2.8210 2.8125 2.7768
27040.0000 0.1807 -0.1488 -0.2205 2.6769 2.6738 2.8402
27050.0000 0.0655 -0.0629 -0.0615 2.6653 2.8515 3.0059
27060.0000 0.1223 0.1297 -0.0499 2.6391 2.7086 2.8486
27070.0000 0.1467 0.1114 0.0361 2.6952 2.8143 2.5809
27080.0000 0.0667 0.0696 -0.0336 2.7180 2.8547 2.7678
27090.0000 0.1791 -0.0273 0.0616 2.6383 2.9146 2.8134
27100.0000 0.2838 0.0673 0.0637 2.6587 2.9427 2.8018
27110.0000 0.0931 0.0009 0.2262 2.6960 3.1067 2.8596
27120.0000 0.0993 0.1334 0.0349 2.4704 2.7500 2.9250
27130.0000 0.2597 0.0617 0.0266 2.7281 2.7300 2.7370
27140.0000 0.1589 0.0237 0.0080 2.7254 2.8412 2.8731
27150.0000 0.2520 0.1051 -0.0337 2.5799 2.7926 2.8227
27160.0000 0.1204 0.0062 0.1422 2.7605 2.7464 2.8233
27170.0000 0.1700 0.1090 0.0688 2.5302 2.8194 2.7673
27180.0000 0.2120 0.0413 0.0441 2.8043 2.6316 2.7358
27190.0000 0.2084 0.0239 0.0746 2.6460 2.5696 2.7977
27200.0000 0.0361 0.0733 -0.0865 2.8004 2.7651 2.6928
27210.0000 0.1837 -0.0551 -0.0026 2.7298 2.6211 2.6935
27220.0000 0.3249 -0.0528 -0.0167 2.7505 2.8138 2.6767
27230.0000 0.2935 -0.1333 -0.0441 2.5948 2.6007 2.6141
27240.0000 0.3023 -0.0633 -0.1459 2.6649 2.9312 2.8203
27250.0000 0.1097 -0.0311 -0.0800 2.6892 2.8558 2.6993
27260.0000 0.1779 -0.1355 -0.2252 2.7379 2.7574 2.8387
27270.0000 0.1023 -0.0652 0.0312 2.7825 2.9712 2.7082
27280.0000 0.2127 -0.1130 0.1212 2.7362 2.9709 2.7762
27290.0000 0.2071 -0.2283 0.1653 2.5658 2.7671 2.6116
27300.0000 0.2809 -0.1654 -0.0989 2.5958 2.8369 2.6474
27310.0000 0.2486 -0.1234 -0.0222 2.7915 2.8188 2.7128
27320.0000 0.2448 -0.2397 -0.0570 2.7298 2.7736 2.7652
27330.0000 0.2450 -0.1044 0.0197 2.7448 2.7142 2.8075
27340.0000 0.1823 -0.0642 0.0176 2.6826 2.7800 2.8696
27350.0000 0.1892 -0.1613 -0.0553 2.6922 2.7461 2.8262
27360.0000 0.2135 -0.0407 -0.0695 2.7511 2.8121 2.8003
27370.0000 0.1028 -0.1054 0.0148 2.5927 2.7322 2.7008
27380.0000 0.0818 -0.0612 -0.1294 2.5839 2.5360 2.7171
27390.0000 0.1064 -0.1306 -0.1875 2.5852 2.7440 2.8290
27400.0000 0.0947 0.0852 -0.0142 2.7912 2.7340 2.6206
27410.0000 0.1631 -0.1066 0.1973 2.5591 2.5707 2.6921
27420.0000 0.0984 -0.0820 -0.0380 2.6867 2.7173 2.7778
27430.0000 0.1461 -0.0902 0.0972 2.8816 2.7440 2.7647
27440.0000 0.0566 -0.1345 0.0359 2.6788 2.6165 2.8410
27450.0000 0.2053 -0.0088 0.0358 2.7547 2.5694 2.7448
27460.0000 0.1246 0.0114 0.0831 2.7428 2.5061 2.7576
27470.0000 0.2582 0.0200 0.0739 2.6844 2.5657 2.6533
27480.0000 0.1206 0.0242 0.0749 2.6915 2.5701 2.7941
27490.0000 0.1409 -0.0172 0.0645 2.8395 2.6028 2.6583
27500.0000 0.1226 -0.0570 0.2000 2.8848 2.8445 2.7584
27510.0000 0.1374 -0.0492 0.0086 2.7589 2.5256 2.7524
27520.0000 -0.0264 0.0150 -0.1077 2.6594 2.6427 2.6706
27530.0000 0.1070 0.0402 -0.0589 2.6874 2.6228 2.5089
27540.0000 -0.0038 0.0069 0.0054 2.5754 2.6775 2.7219
27550.0000 0.1920 0.0906 0.0173 2.6401 2.5479 2.7084
27560.0000 0.1005 0.0885 0.0517 2.7363 2.7353 2.6884
27570.0000 0.1720 -0.0204 0.0812 2.6429 2.6587 2.7497
27580.0000 0.3021 0.0579 -0.1195 2.7012 2.5915 2.8192
27590.0000 0.1397 0.0443 0.0090 2.6454 2.5117 2.7130
27600.0000 0.0256 0.0989 0.0250 2.7926 2.6449 2.7209
27610.0000 0.0176 0.0648 0.1711 2.8435 2.5336 2.6214
27620.0000 -0.0422 -0.0313 0.0573 2.7347 2.5550 2.7012
27630.0000 -0.0163 -0.0600 -0.0736 2.7197 2.8021 2.6801
27640.0000 0.0786 -0.0640 -0.0027 2.5889 2.6646 2.7066
27650.0000 0.0533 0.1827 -0.0497 2.7478 2.7205 2.6360
27660.0000 0.0740 0.1065 -0.0159 2.6804 2.7807 2.6596
27670.0000 -0.0413 -0.0022 -0.0049 2.7259 2.7335 2.9236
27680.0000 -0.0066 0.0755 -0.0706 2.6727 2.8547 2.7782
27690.0000 -0.2749 0.0313 0.0183 2.6788 2.8452 2.7620
27700.0000 -0.0256 -0.0095 -0.0997 2.7352 2.8984 2.7809
27710.0000 -0.0401 0.0110 -0.0860 2.7470 2.8090 2.7151
27720.0000 0.0008 -0.0781 -0.1107 2.6958 2.8252 2.8364
27730.0000 -0.1013 -0.0657 -0.2324 2.7552 2.9206 2.8070
27740.0000 0.0246 -0.2561 -0.1137 2.7679 2.5237 2.6171
27750.0000 -0.0637 -0.1114 -0.1285 2.7891 2.8210 2.5948
27760.0000 -0.0005 -0.0728 -0.1140 2.7624 2.7707 2.7311
27770.0000 0.0059 -0.1658 -0.0302 2.9307 2.9500 2.8480
27780.0000 -0.0427 -0.1714 -0.1106 2.9071 2.8973 2.8439
27790.0000 0.0318 0.0030 -0.0880 2.7548 2.5887 2.6861
27800.0000 0.0693 -0.1947 0.0296 2.7351 2.7632 2.7302
27810.0000 0.1573 0.0079 -0.0623 2.8252 2.8783 2.9133
27820.0000 0.0874 -0.1073 -0.0661 2.7438 2.9092 2.7460
27830.0000 0.0220 -0.2171 -0.2545 2.7479 2.6740 2.6420
27840.0000 0.0215 -0.2768 -0.2605 2.7514 2.6626 2.7586
27850.0000 0.0242 -0.0152 -0.2661 2.7808 2.6721 2.9431
27860.0000 0.0451 -0.0649 -0.1687 2.7777 2.7855 2.8282
27870.0000 0.1290 -0.2038 -0.0512 2.8638 2.7433 2.6122
27880.0000 0.1201 -0.1254 -0.1242 2.7798 2.6945 2.6650
27890.0000 0.1226 -0.2499 0.0469 2.8091 2.8663 2.6140
27900.0000 -0.0085 -0.1285 -0.0493 2.8156 2.8102 2.7726
27910.0000 -0.0887 -0.2507 -0.1381 2.7604 2.8199 2.7104
27920.0000 -0.0454 -0.2195 -0.0839 2.6447 2.6967 2.5057
27930.0000 0.0235 -0.0966 0.0438 2.7389 2.8125 2.8505
27940.0000 0.1175 -0.0286 -0.1369 2.7042 2.4925 2.7885
27950.0000 0.0612 -0.1077 -0.1040 2.6721 2.6759 2.6961
27960.0000 0.1165 0.0310 0.0013 2.7362 2.6709 2.6411
27970.0000 0.2623 -0.0016 0.0112 2.7128 2.6451 2.6702
27980.0000 0.3050 -0.1350 -0.1699 2.7510 2.7383 2.5705
27990.0000 0.1761 0.0203 0.0153 2.8482 2.6580 2.6825
28000.0000 0.1563 0.0070 -0.0943 2.8166 2.7582 2.6736
28010.0000 0.1490 0.0156 -0.0118 2.7363 2.7776 2.8079
28020.0000 0.1489 0.1625 -0.0241 2.7836 2.8282 2.7498
28030.0000 0.0950 -0.0973 -0.0168 2.8875 2.7907 2.6725
28040.0000 0.0049 0.0703 0.0065 2.9455 2.7562 2.5785
28050.0000 0.0153 0.0224 0.1187 2.7839 2.5588 2.5746
28060.0000 -0.0206 -0.0051 -0.0138 2.8176 2.7257 2.8456
28070.0000 0.0056 -0.1517 0.0344 2.8000 2.6728 2.5908
28080.0000 -0.2079 -0.2402 -0.1032 2.8337 2.7496 2.6182
28090.0000 -0.0623 -0.3001 -0.0095 2.7438 2.7299 2.5382
28100.0000 -0.0461 -0.2923 -0.0134 2.9083 2.7929 2.5254
28110.0000 -0.1177 -0.2313 0.0117 2.8351 2.8584 2.5949
28120.0000 -0.1166 -0.2368 -0.0063 2.8783 2.7701 2.5790
28130.0000 0.0295 -0.1187 0.0973 2.8453 2.8516 2.6799
28140.0000 0.0013 -0.3803 0.0578 2.8664 2.7977 2.8195
28150.0000 -0.0116 -0.2857 -0.0141 2.7526 2.8616 2.7429
28160.0000 -0.0837 -0.1815 -0.0587 2.8272 2.7689 2.6371
28170.0000 -0.0400 -0.2885 -0.0109 2.6664 2.7824 2.7134
28180.0000 0.0431 -0.2648 -0.2056 2.7401 2.7842 2.5383
28190.0000 -0.0444 -0.2602 -0.2828 2.8619 2.7612 2.5824
28200.0000 -0.0480 -0.2784 -0.1645 2.9157 2.7272 2.6773
28210.0000 0.0290 -0.3036 -0.2401 2.8508 2.8081 2.5883
28220.0000 0.0343 -0.2454 -0.0911 2.7793 2.8274 2.7160
28230.0000 0.0621 -0.2528 -0.1948 2.7930 2.7482 2.5217
28240.0000 0.0220 -0.1449 -0.1418 2.9184 2.8344 2.5423
28250.0000 -0.0023 -0.1634 -0.0781 2.7206 2.8525 2.6394
28260.0000 -0.0029 -0.2465 -0.0045 2.7721 2.8112 2.6210
28270.0000 -0.0252 -0.1006 -0.0751 2.7744 2.9295 2.5016
28280.0000 0.0476 -0.2257 0.0110 2.7137 2.8133 2.6050
28290.0000 -0.0646 -0.2551 -0.0165 2.5696 2.7936 2.5254
28300.0000 0.0083 -0.2216 0.0235 2.7143 2.7995 2.5164
28310.0000 0.0170 -0.1408 -0.0175 2.8277 2.6923 2.6250
28320.0000 -0.0608 -0.0769 -0.0173 2.9242 2.9955 2.7215
28330.0000 0.0408 -0.1331 -0.1715 2.6604 2.8050 2.6553
28340.0000 -0.0709 -0.0355 -0.0180 2.7790 2.9165 2.6832
28350.0000 -0.1030 0.0435 -0.1632 2.8391 2.8147 2.7301
28360.0000 -0.0956 -0.1307 -0.1192 3.0378 2.9678 2.7523
28370.0000 -0.1398 -0.1070 -0.0292 2.7819 2.8459 2.6941
28380.0000 -0.0163 -0.1211 -0.1223 2.8055 2.7386 2.7849
28390.0000 0.0525 -0.0025 -0.1535 2.7993 2.8207 2.7238
28400.0000 -0.0934 -0.1155 -0.1147 2.9500 2.7865 2.7458
28410.0000 0.1022 -0.2770 -0.2226 2.8095 2.7870 2.7073
28420.0000 -0.0630 -0.0882 -0.1073 2.7673 2.8680 2.8342
28430.0000 0.0013 -0.0750 -0.0795 2.7201 2.9036 2.8430
28440.0000 -0.0083 -0.2026 -0.0127 2.7003 2.7824 2.7027
28450.0000 0.0635 -0.3355 -0.0260 2.7231 2.8583 2.7160
28460.0000 -0.0302 -0.0512 -0.0309 2.7209 2.8551 2.7799
28470.0000 -0.0959 0.0228 0.0040 2.6843 2.8808 2.6253
28480.0000 0.0180 -0.0531 -0.0033 2.8276 2.6667 2.6735
28490.0000 0.0424 -0.0703 0.0815 2.7077 2.7208 2.5443
28500.0000 0.0854 -0.1018 0.0363 2.7748 2.7744 2.7462
28510.0000 0.0575 0.0474 -0.0327 2.8015 2.8549 2.5994
28520.0000 -0.0056 -0.1989 -0.1336 2.7435 2.8051 2.4641
28530.0000 -0.1326 -0.0946 -0.0528 2.8174 2.6758 2.5656
28540.0000 -0.0091 -0.0973 -0.0280 2.7716 2.7764 2.6795
28550.0000 0.1744 -0.1098 -0.1043 2.7402 2.8657 2.7406
28560.0000 0.1130 -0.0370 -0.1362 2.7841 2.8812 2.7249
28570.0000 0.0052 -0.0475 -0.0080 2.7612 2.7832 2.5745
28580.0000 0.1958 -0.0166 -0.0235 2.6157 2.8168 2.5421
28590.0000 0.0786 -0.0365 -0.2322 2.7410 2.9391 2.7216
28600.0000 0.1883 0.0693 -0.1619 2.7758 2.8482 2.6233
28610.0000 0.1660 -0.0864 -0.0527 2.7652 2.7860 2.7070
28620.0000 0.1505 -0.0113 -0.1909 2.8860 2.8916 2.6437
28630.0000 0.2326 0.0015 -0.2050 2.7586 2.7554 2.5716
28640.0000 0.1568 -0.1013 -0.2914 2.9893 2.9949 2.7091
28650.0000 0.0247 -0.0718 -0.2082 2.7710 2.7804 2.6462
28660.0000 0.1468 -0.2256 -0.2065 2.7521 2.7442 2.6013
28670.0000 0.0205 -0.1535 -0.2130 2.7329 2.8049 2.6027
28680.0000 0.0242 0.0616 -0.1456 2.8074 2.9106 2.7485
28690.0000 0.0809 0.2077 -0.0374 2.7599 3.0325 2.6660
28700.0000 0.0049 0.1624 -0.1734 2.8102 2.8450 2.7781
28710.0000 0.0465 -0.0079 -0.1668 2.8067 2.8722 2.7446
28720.0000 0.0149 0.0539 -0.1221 2.9163 2.8398 2.7323
28730.0000 -0.0293 -0.0489 -0.1435 2.7549 2.8474 2.6653
28740.0000 0.0306 0.0890 -0.0924 2.8822 2.9026 2.7428
28750.0000 -0.0534 0.0008 -0.1976 2.7410 2.6828 2.6821
28760.0000 -0.0335 0.1189 -0.1888 2.6774 2.7888 2.7503
28770.0000 0.0151 0.0830 -0.1522 2.6527 2.6826 2.7487
28780.0000 0.0483 0.1209 -0.1998 2.6885 2.7046 2.8505
28790.0000 -0.1102 0.1514 -0.2198 2.8126 2.7667 2.7027
28800.0000 -0.1254 -0.0155 -0.1918 2.6865 2.7998 2.6921
28810.0000 -0.1950 0.0177 -0.1881 2.7079 2.7863 2.9013
28820.0000 -0.1236 -0.1342 -0.1341 2.7455 2.7318 2.7349
28830.0000 -0.1316 -0.2239 -0.2458 2.7884 2.8695 2.6195
28840.0000 -0.0196 -0.0009 -0.1448 2.6754 2.7495 2.6905
28850.0000 -0.3132 0.0426 -0.1479 2.4996 2.7857 2.6623
28860.0000 -0.1263 -0.0687 -0.2515 2.7150 2.6825 2.6159
28870.0000 -0.1742 -0.0156 -0.2015 2.8090 2.8482 2.7840
28880.0000 0.0130 -0.0390 -0.2709 2.6902 2.6861 2.8396
28890.0000 -0.0885 -0.0785 -0.1468 2.6591 2.6453 2.6916
28900.0000 -0.1898 -0.0492 -0.2266 2.8497 2.6315 2.7445
28910.0000 0.0117 -0.0176 -0.1593 2.7988 2.6963 2.6687
28920.0000 -0.1924 0.0992 -0.0269 2.6498 2.6979 2.8041
28930.0000 -0.1354 0.0345 -0.0650 2.6219 2.8355 2.7159
28940.0000 0.0697 0.0825 -0.0290 2.7629 2.6885 2.8101
28950.0000 -0.0910 0.1470 -0.0627 2.7231 2.7594 2.6728
28960.0000 -0.1660 0.1543 0.0109 2.7251 2.8408 2.8249
28970.0000 -0.0685 0.0525 -0.0095 2.8175 2.8266 2.7533
28980.0000 0.0097 0.1187 -0.0722 2.9212 2.9967 2.8225
28990.0000 -0.0602 0.0296 -0.0445 2.9079 2.9428 2.8961
29000.0000 -0.0798 -0.0044 -0.1135 2.7093 2.8347 2.8145
29010.0000 -0.1007 0.0867 -0.1618 2.6529 2.6347 2.7235
29020.0000 -0.2037 0.1372 -0.0905 2.7943 2.6661 2.7457
29030.0000 -0.1769 0.1644 -0.0052 2.6855 2.7298 2.7645
29040.0000 -0.1870 0.0792 -0.1794 2.6728 2.7956 2.7332
29050.0000 -0.1586 0.1381 -0.1214 2.5265 2.9436 2.5603
29060.0000 -0.2777 0.1721 -0.1341 2.6316 2.8711 2.7872
29070.0000 -0.2090 0.1102 -0.1248 2.5370 2.9165 2.7367
29080.0000 -0.2040 0.1043 -0.0723 2.6746 2.8422 2.7197
29090.0000 -0.1122 0.0542 -0.1901 2.6150 2.8466 2.6993
29100.0000 -0.1357 0.2038 -0.1067 2.7823 2.9770 2.6474
29110.0000 -0.3479 0.0723 -0.0390 2.7302 2.7586 2.7147
29120.0000 -0.2768 0.0977 -0.0634 2.8030 2.8919 2.7280
29130.0000 -0.1785 0.1212 -0.1062 2.7074 2.7308 2.5523
29140.0000 -0.0692 0.1413 0.1553 2.6385 2.7638 2.5536
29150.0000 -0.1755 0.2058 0.0827 2.7952 2.8542 2.6071
29160.0000 -0.2086 0.3143 0.1712 2.7565 2.7488 2.5406
29170.0000 -0.1091 0.4451 0.0907 2.7163 2.7971 2.7817
29180.0000 -0.1466 0.3447 -0.1240 2.7893 2.7672 2.6969
29190.0000 -0.2623 0.2678 -0.0235 2.8021 2.7849 2.6583
29200.0000 -0.2450 0.1809 -0.0129 2.7141 2.8415 2.7568
29210.0000 -0.1408 0.1036 -0.0284 2.7228 2.7770 2.6807
29220.0000 -0.0892 0.1495 -0.0546 2.6939 2.8971 2.6997
29230.0000 -0.3011 0.1120 0.0070 2.8464 2.9056 2.7609
29240.0000 -0.1384 0.2246 0.0252 2.8046 2.9148 2.6213
29250.0000 -0.1528 0.2298 0.0768 2.8075 2.7299 2.6357
29260.0000 -0.2013 0.1726 -0.1233 2.8850 2.9451 2.7323
29270.0000 -0.2529 0.2972 -0.1251 2.9768 2.8144 2.7857
29280.0000 -0.1495 0.2694 -0.0419 2.7415 2.7405 2.7849
29290.0000 -0.2522 0.1295 -0.0643 2.7032 2.8739 2.6775
29300.0000 -0.0643 0.2379 -0.1412 2.6177 2.8861 2.7380
29310.0000 -0.0737 0.2418 -0.1585 2.7840 2.8763 2.6505
29320.0000 -0.0531 0.2857 -0.0581 2.7509 2.8306 2.8583
29330.0000 -0.1187 0.1596 -0.0997 2.7844 2.7707 2.8923
29340.0000 -0.1065 0.1833 -0.1562 2.9200 2.7910 2.8440
29350.0000 -0.0359 0.1309 0.0362 2.8559 2.7902 2.6818
29360.0000 0.1188 0.2333 0.0399 2.7535 2.7696 2.7870
29370.0000 0.0569 0.1727 0.0422 2.7876 2.6678 2.5667
29380.0000 0.0218 0.1199 -0.0429 2.6605 2.6198 2.8612
29390.0000 -0.0766 0.1927 -0.0457 2.8111 2.7266 2.5734
29400.0000 -0.1005 0.2042 -0.0626 2.8342 2.5782 2.5698
29410.0000 -0.1202 0.2435 -0.1105 2.6397 2.7044 2.6283
29420.0000 0.0292 0.1889 0.0190 2.5803 2.7503 2.6014
29430.0000 0.0002 0.1865 -0.2171 2.7280 2.7348 2.5979
29440.0000 -0.1157 0.1886 -0.1176 2.9906 2.8439 2.7461
29450.0000 -0.0326 0.1462 -0.0546 2.7678 2.8185 2.7119
29460.0000 0.0117 0.2015 -0.0202 2.7542 2.7133 2.8020
29470.0000 -0.1052 0.2029 -0.0603 2.8609 2.7604 2.8221
29480.0000 -0.1953 0.1126 -0.0028 2.9268 2.8068 2.6792
29490.0000 -0.2105 0.1485 0.0496 2.6643 2.8794 2.7738
29500.0000 -0.2222 -0.0288 0.2062 2.8503 2.8416 2.7628
29510.0000 -0.1132 -0.0314 0.1146 2.7207 2.9213 2.7659
29520.0000 0.0239 0.1514 0.1588 2.7123 2.9621 2.6812
29530.0000 0.0222 0.0560 0.0964 2.5935 2.8840 2.6552
29540.0000 0.1291 0.1275 0.0674 2.7209 2.7858 2.7625
29550.0000 0.2383 -0.0395 0.0765 2.7646 2.6210 2.5870
29560.0000 0.0963 -0.0056 0.1259 2.7020 2.6001 2.7284
29570.0000 0.1799 0.0558 0.2594 2.7272 2.6077 2.7840
29580.0000 0.0907 -0.0281 -0.0499 2.8907 2.6758 2.6079
29590.0000 0.1214 0.0909 0.0991 2.8456 2.6761 2.7173
29600.0000 0.1396 0.0749 -0.0213 2.8466 2.6158 2.9276
29610.0000 0.1739 0.1223 0.0574 2.6253 2.7073 2.8339
29620.0000 0.2113 0.1175 -0.0350 2.8577 2.7613 2.7872
29630.0000 0.0888 0.0261 -0.0308 2.7423 2.6746 2.7769
29640.0000 -0.0609 0.0629 0.0302 2.7663 2.5116 2.7914
29650.0000 0.1424 0.1633 -0.0627 2.8297 2.6145 2.8776
29660.0000 0.0474 0.0746 0.1420 2.8150 2.7563 2.7228
29670.0000 0.0664 0.0907 0.0532 2.7553 2.6837 2.7225
29680.0000 0.0182 -0.0430 0.0094 2.6779 2.7237 2.7216
29690.0000 0.1310 0.0627 0.0214 2.9293 2.7458 2.7373
29700.0000 0.0151 0.0756 0.0585 2.9714 2.5288 2.7488
29710.0000 0.0527 0.0124 0.0057 2.8480 2.7546 2.6980
29720.0000 0.0251 0.0389 -0.0219 2.8480 2.6998 2.8326
29730.0000 0.0081 -0.0533 -0.0394 2.8794 2.7589 2.8592
29740.0000 0.0547 -0.0334 -0.1373 2.8286 2.6499 2.7186
29750.0000 0.0941 -0.1120 -0.0870 2.7111 2.7689 2.7067
29760.0000 -0.0467 -0.1107 0.0322 2.8389 2.7241 2.9118
29770.0000 0.0670 -0.0856 0.0026 2.9027 2.6848 2.8042
29780.0000 0.0736 -0.0490 -0.1076 2.8601 2.5382 2.7829
29790.0000 0.0015 0.0888 -0.1020 2.8943 2.5478 2.7133
29800.0000 -0.0936 0.0153 -0.1391 2.9162 2.7253 2.5099
29810.0000 -0.0517 0.1396 -0.0304 2.6499 2.6386 2.6701
29820.0000 -0.1421 0.1844 -0.0949 2.6961 2.7837 2.6898
29830.0000 -0.0686 0.0612 -0.0836 2.7186 2.8394 2.8437
29840.0000 -0.0044 0.0321 -0.1797 2.6565 2.8321 2.8732
29850.0000 -0.0848 -0.0089 -0.0382 2.7311 2.7689 2.7610
29860.0000 -0.0524 -0.0820 0.0013 2.8245 2.6201 2.7910
29870.0000 -0.2025 -0.1063 -0.1746 2.7400 2.6301 2.8696
29880.0000 -0.1694 -0.0441 0.0313 2.5971 2.7648 2.6791
29890.0000 -0.1474 -0.0790 -0.0143 2.6796 2.7152 2.8079
29900.0000 -0.1367 -0.0176 -0.0049 2.6667 2.6440 2.6614
29910.0000 0.0057 -0.0752 -0.0229 2.7909 2.6080 2.5621
29920.0000 -0.1522 -0.1838 -0.0795 2.8010 2.6912 2.6780
29930.0000 0.0134 -0.0405 -0.0628 2.8125 2.7754 2.6630
29940.0000 0.0197 0.0392 -0.0639 2.8933 2.6339 2.6495
29950.0000 -0.0319 0.0363 -0.0337 2.7911 2.6397 2.6114
29960.0000 0.1328 0.1337 -0.1100 2.7224 2.6101 2.5947
29970.0000 -0.2054 0.1922 0.0313 2.7539 2.4546 2.4920
29980.0000 -0.1519 0.1428 -0.0114 2.9036 2.6579 2.6666
29990.0000 -0.1338 0.1710 -0.0297 2.8701 2.7189 2.6729
30000.0000 -0.1888 0.0422 -0.0768 2.8031 2.5715 2.7594
30010.0000 -0.2006 0.0330 0.0604 2.8166 2.6951 2.7750
30020.0000 -0.2244 0.0804 0.0382 2.7857 2.6064 2.6249
30030.0000 -0.1345 0.0650 0.0630 2.6573 2.6075 2.6131
30040.0000 -0.0306 -0.0257 -0.0016 2.7757 2.7332 2.5571
30050.0000 -0.0308 -0.0524 -0.0815 2.9776 2.8683 2.6027
30060.0000 -0.0429 0.0321 -0.0281 2.7924 2.7449 2.5865
30070.0000 -0.0729 0.0591 0.0668 2.7727 2.6560 2.6046
30080.0000 0.0290 0.1853 -0.0567 2.7346 2.5610 2.5350
30090.0000 0.0869 0.1721 -0.0577 2.7785 2.7267 2.7072
30100.0000 0.0978 0.2155 -0.0274 2.7879 2.6369 2.7266
30110.0000 0.1315 0.2306 0.0345 2.9030 2.8109 2.8018
30120.0000 0.1628 0.2208 0.0006 2.8502 2.7024 2.7134
30130.0000 0.1557 0.1695 -0.0380 2.7793 2.7172 2.6208
