time tau_xy tau_yz tau_xz sigma_xy sigma_yz sigma_xz
119120.0000 0.0338 0.1053 0.0338 2.7661 2.7913 2.8193
119130.0000 0.2282 0.2074 0.0675 2.7926 2.7092 2.8603
119140.0000 0.0280 0.0016 0.0987 2.7351 2.6674 2.7437
119150.0000 -0.0078 0.1012 -0.0579 2.7449 2.7249 2.7426
119160.0000 0.0030 0.0318 0.0256 2.7210 2.7740 2.8054
119170.0000 -0.0263 0.0231 0.0955 2.7739 2.7309 2.9366
119180.0000 -0.0614 0.0071 0.0324 2.7279 2.7479 2.9570
119190.0000 0.1104 -0.0118 0.1044 2.7109 2.7755 2.8379
119200.0000 0.1120 0.1175 -0.0565 2.6363 2.6416 2.7770
119210.0000 0.0746 0.0690 -0.0253 2.6810 2.7709 2.9124
119220.0000 0.0515 0.0516 0.0077 2.7606 2.7369 2.8498
119230.0000 0.0871 0.0617 0.0215 2.8496 2.8303 2.7980
119240.0000 0.0594 -0.0227 -0.1107 2.7818 2.7201 2.7940
119250.0000 0.1047 -0.0390 0.0673 2.7655 2.6842 2.8692
119260.0000 0.0642 0.0310 0.0571 2.7292 2.8932 2.8984
119270.0000 0.1022 0.0406 0.0375 2.7440 2.7288 2.8430
119280.0000 -0.0396 0.0625 -0.0553 2.6767 2.7306 2.8627
119290.0000 -0.1120 0.0385 -0.0870 2.6696 2.6818 2.7405
119300.0000 -0.0968 0.0009 0.1096 2.7150 2.8184 2.7515
119310.0000 0.0107 0.0627 0.0444 2.6588 2.8045 2.7846
119320.0000 0.0970 0.0116 0.0645 2.7915 2.8434 2.8733
119330.0000 0.2123 -0.0082 -0.0170 2.6273 2.8743 2.8243
119340.0000 0.1904 -0.1141 0.0381 2.6456 2.8594 2.7147
119350.0000 0.1433 -0.0459 0.0090 2.7003 2.9236 3.0074
119360.0000 -0.0636 -0.0953 -0.0487 2.5970 2.6602 2.8060
119370.0000 -0.0306 -0.0832 -0.0714 2.5559 2.5834 2.9146
119380.0000 0.0968 0.0143 -0.1618 2.6086 2.8259 2.7646
119390.0000 0.1082 0.0607 -0.1820 2.5506 2.6052 2.8763
119400.0000 0.0727 0.1307 -0.0052 2.8613 2.5834 2.7467
119410.0000 0.0752 -0.0043 -0.0305 2.8487 2.7218 2.9237
119420.0000 0.1684 0.0921 -0.1112 2.7867 2.7515 2.7344
119430.0000 0.0637 0.1234 -0.0415 2.8644 2.8201 2.8357
119440.0000 -0.0025 0.1457 -0.1157 2.9843 2.8001 2.9015
119450.0000 -0.0071 -0.0319 -0.1674 2.8353 2.7678 2.9146
119460.0000 0.0951 -0.0242 -0.1368 2.9012 2.6830 2.8502
119470.0000 0.0754 0.0119 -0.0544 2.7403 2.7861 2.6835
119480.0000 -0.0833 0.0038 -0.1010 2.8575 2.7053 2.6029
119490.0000 -0.0695 0.0196 -0.1276 2.8124 2.7003 2.6644
119500.0000 -0.0477 0.0641 -0.0140 2.7249 2.6891 2.8149
119510.0000 0.0679 -0.0062 0.0039 2.9489 2.8265 2.7874
119520.0000 -0.0665 0.0340 0.0942 2.8427 2.9438 2.8325
119530.0000 -0.0172 0.0758 -0.0283 2.8216 2.8201 2.9250
119540.0000 -0.0225 0.0636 0.0818 2.7072 2.6902 2.7917
119550.0000 -0.1564 0.0313 0.0216 2.8062 2.8446 2.9581
119560.0000 -0.0494 0.2217 -0.0524 2.6165 2.5727 2.7853
119570.0000 -0.1936 0.0688 0.0924 2.7134 2.5964 2.8752
119580.0000 -0.1241 0.1773 -0.1554 2.6908 2.6597 2.7503
119590.0000 -0.0621 0.0703 -0.1227 3.0474 2.6528 2.9772
119600.0000 -0.0250 0.0629 -0.0347 2.8426 2.7153 2.8351
119610.0000 -0.0186 0.0245 0.0588 2.8642 2.6165 2.8019
119620.0000 -0.0294 -0.0539 0.0555 2.8991 2.6188 2.8520
119630.0000 -0.1736 0.0689 0.2248 2.7879 2.8859 2.9376
119640.0000 -0.0463 0.0294 0.1316 2.6771 2.7584 2.8647
119650.0000 -0.0978 0.0751 0.0388 2.6612 2.5735 2.9005
119660.0000 -0.0836 0.0967 0.0947 2.6440 2.6581 2.7291
119670.0000 0.0689 0.2216 0.0835 2.6953 2.6866 2.5938
119680.0000 0.1086 0.2224 -0.0024 2.7974 2.7617 2.8209
119690.0000 0.0579 0.2752 -0.0724 2.7919 2.7337 2.6331
119700.0000 -0.0164 0.1150 -0.0239 2.7589 2.8531 2.6689
119710.0000 0.0202 0.1180 0.0419 2.6444 2.6927 2.7492
119720.0000 -0.0134 0.2276 0.0721 2.8276 2.7892 2.5788
119730.0000 0.0841 0.1221 0.1022 2.7440 2.6915 2.7823
119740.0000 0.0739 0.1264 -0.1262 2.7992 2.7994 2.8633
119750.0000 0.0547 0.1783 0.1514 2.7832 2.8467 2.8399
119760.0000 0.1008 0.1475 0.0775 2.8620 2.9963 2.8710
119770.0000 0.0654 0.0880 0.0747 2.6317 2.8732 2.7553
119780.0000 0.1416 -0.0531 0.0688 2.6081 3.0460 2.8033
119790.0000 0.1089 0.0492 0.0970 2.6387 2.8401 2.5930
119800.0000 0.0938 0.0647 0.0505 2.5888 2.8743 2.6979
119810.0000 0.0983 0.1915 0.0538 2.6606 2.7948 2.5468
119820.0000 0.1423 0.1046 0.1260 2.6189 2.6733 2.8375
119830.0000 0.1165 0.1983 0.1680 2.5810 2.6539 2.7099
119840.0000 0.0938 0.2444 0.2012 2.5462 2.8073 2.6058
119850.0000 0.1136 0.1495 0.1395 2.8272 2.5936 2.7057
119860.0000 0.1671 0.0614 0.0675 2.5997 2.7165 2.6744
119870.0000 0.1314 0.1924 0.0638 2.6850 2.7205 2.5637
119880.0000 0.1032 0.1571 0.1518 2.8318 2.6972 2.6433
119890.0000 0.1726 0.0321 0.1066 2.8250 2.7818 2.7135
119900.0000 0.0920 0.0504 0.1884 2.7008 2.7263 2.7155
119910.0000 0.1397 0.1326 0.1235 2.6214 2.7534 2.7471
119920.0000 0.0528 0.1414 0.1567 2.7798 2.8409 2.8675
119930.0000 0.0554 0.1423 0.2540 2.4979 2.6946 2.8031
119940.0000 0.0161 0.1186 0.1471 2.5752 2.7344 2.7831
119950.0000 0.0577 0.1706 0.0899 2.4919 2.6903 2.7273
119960.0000 -0.0826 0.1718 0.2268 2.6285 2.6260 2.6615
119970.0000 -0.0907 0.1276 0.2836 2.6308 2.6917 2.7842
119980.0000 0.0275 0.2539 0.1587 2.4598 2.6055 2.8395
119990.0000 0.0241 0.2487 0.0257 2.4276 2.7855 2.7712
120000.0000 0.1159 0.1647 0.2331 2.6613 2.6741 2.9034
120010.0000 -0.0245 0.2939 0.1188 2.6155 2.7285 2.8386
120020.0000 0.1066 0.3118 0.1008 2.7016 2.6871 2.9643
120030.0000 -0.0744 0.1877 0.1267 2.5913 2.8618 2.7902
120040.0000 0.0277 0.2433 0.2171 2.5888 2.8329 2.6476
120050.0000 -0.0234 0.0471 0.2320 2.7053 2.7137 2.8676
120060.0000 0.0191 0.3798 0.2375 2.6414 2.7432 2.9201
120070.0000 0.1373 0.1505 0.1905 2.7602 2.6920 2.7405
120080.0000 0.2713 0.2694 0.2528 2.5353 2.5871 2.7170
120090.0000 0.0957 0.2907 0.3340 2.5732 2.7468 2.7353
120100.0000 0.1771 0.2096 0.2959 2.5158 2.6547 2.6862
120110.0000 -0.0503 0.2224 0.3381 2.8847 2.7722 2.8751
120120.0000 -0.0428 0.0823 0.3634 2.7293 2.8585 2.7931
120130.0000 -0.1162 0.0949 0.2086 2.6518 2.7274 2.7117
120140.0000 0.0986 0.1370 0.2157 2.6660 2.8957 2.9141
120150.0000 0.0431 0.1551 0.2827 2.6247 2.6706 2.7260
120160.0000 -0.0143 0.1031 0.2205 2.8533 2.6236 2.7716
120170.0000 0.0669 0.1958 0.2105 2.6481 2.8157 2.7912
120180.0000 0.0696 0.0203 0.0597 2.6444 2.8293 2.7491
120190.0000 0.1525 0.0835 0.0060 2.7346 2.5705 2.7066
120200.0000 0.0087 0.0755 0.0477 2.7440 2.6702 2.7448
120210.0000 -0.1040 -0.0636 0.0749 2.6011 2.5029 2.7402
120220.0000 0.0196 0.0979 0.0631 2.6051 2.7023 2.7069
120230.0000 -0.1484 0.1403 0.1278 2.8109 2.6029 2.6788
120240.0000 -0.1819 0.1702 0.0264 2.7050 2.6637 2.6940
120250.0000 0.1426 0.0142 -0.0051 2.7306 2.7760 2.7256
120260.0000 0.1184 0.1584 0.1639 2.5450 2.6792 2.8111
120270.0000 0.0895 0.1401 0.0952 2.6776 2.6510 2.6337
120280.0000 0.0698 0.0639 0.0645 2.7087 2.6343 2.7179
120290.0000 0.1553 0.0882 0.1977 2.8495 2.8036 2.6243
120300.0000 -0.1364 0.2083 0.0120 2.6034 2.5972 2.7718
120310.0000 -0.0981 0.0453 0.1189 2.4448 2.7429 2.6556
120320.0000 -0.0655 0.2717 0.2342 2.6789 2.6962 2.6464
120330.0000 -0.0113 0.0123 0.1509 2.6773 2.7832 2.7471
120340.0000 0.1177 0.0144 0.0830 2.6570 2.6659 2.6851
120350.0000 -0.0613 0.0290 0.1376 2.6444 2.6934 2.7141
120360.0000 0.0872 0.0954 0.1165 2.7372 2.7797 2.7141
120370.0000 0.0739 -0.0158 -0.0067 2.7048 2.6673 2.7637
120380.0000 0.0678 0.0369 0.0559 2.7315 2.6243 2.8121
120390.0000 0.1024 0.0393 0.1505 2.6617 2.6652 2.7769
120400.0000 -0.0403 -0.0631 0.2143 2.5581 2.6216 2.6744
120410.0000 -0.0009 0.0781 0.0054 2.6204 2.7999 2.6166
120420.0000 0.0987 0.0949 -0.1365 2.8139 2.6442 2.7670
120430.0000 -0.0768 0.0260 -0.0215 2.6326 2.6880 2.8808
120440.0000 -0.2043 0.1933 -0.0573 2.6577 2.9545 2.7217
120450.0000 -0.1559 0.1159 0.0719 2.7159 2.8269 2.8872
120460.0000 -0.1588 0.1620 -0.0903 2.6503 2.6122 2.7051
120470.0000 -0.1486 0.1363 0.0129 2.7002 2.7794 2.7858
120480.0000 -0.0918 0.1216 0.1379 2.6176 2.7462 2.8742
120490.0000 -0.1680 0.0740 0.0063 2.7330 2.7053 2.9177
120500.0000 0.0314 0.0169 -0.0183 2.8449 2.8028 2.7876
120510.0000 -0.0295 -0.0432 0.0400 2.8407 2.8230 2.8367
120520.0000 -0.1094 0.1771 0.0989 2.9628 2.8310 3.0644
120530.0000 -0.0633 -0.1140 0.0887 2.8977 2.8142 2.9021
120540.0000 -0.0678 0.0018 0.0642 2.7426 2.8003 2.8562
120550.0000 -0.2326 -0.0204 0.1334 2.7490 2.7187 2.8876
120560.0000 -0.2285 0.0467 0.0427 2.6918 2.6417 2.8560
120570.0000 -0.1550 0.1064 0.0550 2.6854 2.6436 2.7839
120580.0000 -0.0933 0.0177 -0.0124 2.7664 2.6454 2.8761
120590.0000 -0.1308 0.1616 0.1046 2.7822 2.6340 2.7189
120600.0000 -0.1081 0.0057 0.0611 2.7389 2.6766 2.7376
120610.0000 -0.0725 0.0529 0.0717 2.6317 2.5825 2.9512
120620.0000 -0.1327 0.1177 -0.0704 2.6326 2.6503 2.9357
120630.0000 -0.0719 0.0012 -0.1353 2.6138 2.7397 2.9083
120640.0000 0.0146 0.0153 -0.0416 2.6809 2.6655 2.8985
120650.0000 -0.1265 0.0399 0.0479 2.8377 2.7364 2.7385
120660.0000 -0.1197 -0.0116 0.0081 2.7778 2.7521 2.8656
120670.0000 -0.1901 -0.0737 0.0634 2.7516 2.6746 2.8755
120680.0000 -0.2935 -0.0333 -0.0290 2.8674 2.8854 2.7428
120690.0000 -0.2232 0.0806 0.0189 2.7731 2.5886 2.9841
120700.0000 -0.1503 0.1816 -0.0497 2.8652 2.6548 3.0455
120710.0000 -0.2270 0.0959 0.1040 2.7190 2.6265 2.9625
120720.0000 -0.1823 0.0336 0.1220 2.8029 2.5814 2.8504
120730.0000 -0.1226 0.0901 0.1581 2.8917 2.6520 2.8175
120740.0000 -0.0977 0.0775 0.1310 2.9358 2.5518 2.7986
120750.0000 -0.2240 0.0465 0.2071 2.8010 2.5823 2.6802
120760.0000 -0.2937 0.1109 0.2318 2.7855 2.6686 2.6934
120770.0000 -0.2918 0.0316 0.2620 2.8544 2.7121 2.6408
120780.0000 -0.3631 -0.1787 0.2292 2.9535 2.6957 2.7582
120790.0000 -0.1969 0.0113 0.1313 2.7901 2.6426 2.7603
120800.0000 -0.2776 -0.0292 0.1264 2.8870 2.6087 2.7145
120810.0000 -0.1726 -0.0299 -0.0192 2.8042 2.7327 2.6700
120820.0000 -0.2861 -0.1029 0.0559 2.6207 2.7792 2.6346
120830.0000 -0.1835 -0.0926 0.0067 2.9373 2.8142 2.6817
120840.0000 -0.2397 -0.0981 -0.0246 2.7358 2.9571 2.7369
120850.0000 -0.3853 0.0365 -0.0227 2.6391 2.8038 2.7800
120860.0000 -0.0778 -0.0181 -0.1580 2.7332 2.8032 2.9702
120870.0000 -0.1653 0.0335 -0.0548 2.8926 2.6733 2.8766
120880.0000 -0.1934 0.1220 -0.1912 2.7432 2.7872 2.6664
120890.0000 -0.2482 0.0353 -0.0304 2.8781 2.8634 2.6413
120900.0000 -0.1276 -0.0640 -0.0019 2.8382 2.8959 2.7839
120910.0000 -0.1058 -0.0095 -0.1543 3.0268 2.7833 2.6765
120920.0000 -0.1602 0.0631 0.0892 2.8746 2.7911 2.6129
120930.0000 -0.1712 -0.0836 -0.0769 2.8086 2.8380 2.6737
120940.0000 0.1125 -0.0381 -0.1140 2.7375 2.8785 2.9002
120950.0000 -0.0970 -0.0975 -0.0244 2.7584 2.7366 2.8983
120960.0000 0.0289 -0.0049 0.0369 2.7412 2.7556 2.8154
120970.0000 -0.2830 0.1697 0.0813 2.6585 2.7157 2.8642
120980.0000 -0.1115 0.0248 0.0955 2.5762 2.5610 2.7758
120990.0000 -0.0288 -0.1219 -0.0282 2.6889 2.6030 2.9054
121000.0000 -0.1531 0.2430 -0.0201 2.5997 2.5625 2.9226
121010.0000 -0.0479 0.0671 -0.0335 2.6581 2.6695 2.9208
121020.0000 0.0538 -0.0723 -0.0848 2.7301 2.7284 2.9118
121030.0000 0.1206 0.0548 -0.0127 2.7414 2.6135 2.8705
121040.0000 0.0858 0.0613 -0.0176 2.6783 2.6256 2.8431
121050.0000 0.0882 0.1476 -0.0790 2.8538 2.7827 2.9351
121060.0000 0.0632 -0.0385 -0.0448 2.8147 2.5460 2.7994
121070.0000 0.0571 0.0833 -0.1598 2.8027 2.6706 2.7481
121080.0000 -0.0794 -0.0350 -0.1725 2.7666 2.7076 2.7199
121090.0000 0.0528 -0.0455 -0.0870 2.9513 2.7485 2.9165
121100.0000 -0.0533 0.0315 0.0438 2.8255 2.8454 2.6023
121110.0000 -0.1397 -0.0949 -0.1244 2.7963 2.7807 2.5864
121120.0000 -0.0546 -0.0883 -0.0484 2.8300 2.8269 2.7313
121130.0000 0.0046 0.0439 -0.0567 2.7575 2.7542 2.8795
121140.0000 0.1332 -0.0418 0.0085 2.8241 2.8385 2.7692
121150.0000 -0.0690 -0.1753 0.0034 2.7784 2.5903 2.8309
121160.0000 0.0138 0.0043 -0.0099 2.8167 2.7538 2.8544
121170.0000 -0.0548 -0.1444 -0.0186 2.8817 2.7266 3.0157
121180.0000 -0.0157 0.0602 0.0078 2.7209 2.8611 2.8432
121190.0000 -0.1777 0.0220 0.0590 2.6700 2.8278 2.9469
121200.0000 -0.2859 0.1165 0.1480 2.6932 2.8859 2.9072
121210.0000 -0.0616 0.1097 0.0664 2.6922 2.8479 2.8567
121220.0000 -0.0232 -0.0448 0.0399 2.8706 2.9365 2.8885
121230.0000 -0.0463 -0.0257 0.1612 2.8054 2.7138 2.7900
121240.0000 -0.0366 0.0228 0.1809 2.7279 2.8691 2.7683
121250.0000 -0.0097 -0.1010 0.0851 2.6595 2.8731 2.7963
121260.0000 -0.0848 -0.1187 -0.0047 2.6485 2.9182 2.6983
121270.0000 -0.0248 0.0233 0.0637 2.5937 2.8777 2.6906
121280.0000 -0.0904 -0.0590 0.2640 2.7951 2.8941 2.8276
121290.0000 -0.0121 -0.0904 0.2892 2.7730 2.7989 2.9102
121300.0000 -0.0088 0.0084 0.1707 2.7973 2.8281 2.8065
121310.0000 -0.0812 -0.0481 0.0873 2.8330 2.8221 2.7386
121320.0000 0.0050 -0.0059 0.0221 2.7612 2.7096 2.7477
121330.0000 0.0097 -0.0237 0.1083 2.8389 2.7008 2.8292
121340.0000 -0.1466 0.0869 0.1042 2.8391 3.0421 3.0438
121350.0000 -0.1795 -0.0717 0.0399 2.8829 2.8450 2.7477
121360.0000 -0.1606 -0.0340 -0.0013 2.7922 2.7358 2.8610
121370.0000 -0.0804 0.1151 -0.0309 2.8588 2.5974 2.7900
121380.0000 -0.1665 -0.0519 0.1276 2.7381 2.6867 2.8095
121390.0000 -0.1485 -0.2361 0.0778 2.7620 2.7042 2.6433
121400.0000 -0.1332 -0.0771 0.1307 2.8977 2.7254 2.6960
121410.0000 -0.1162 -0.0624 0.1002 2.6314 2.6951 2.7383
121420.0000 0.0695 -0.1168 0.0147 2.7747 2.7178 2.9271
121430.0000 0.1858 0.0743 0.0467 2.6496 2.7787 2.9671
121440.0000 0.0691 -0.1121 0.0271 2.7639 2.7805 2.6371
121450.0000 0.0860 -0.2329 -0.0050 2.6329 2.8117 2.8110
121460.0000 0.1125 -0.1391 -0.0090 2.6657 2.8783 2.7841
121470.0000 0.1019 0.0210 -0.1395 2.6428 2.7748 2.8871
121480.0000 0.0736 -0.0445 0.1242 2.7317 2.9061 2.9468
121490.0000 -0.0828 0.0415 -0.0804 2.5194 2.9027 2.8146
121500.0000 -0.0427 0.0114 0.0810 2.6627 2.7220 2.9292
121510.0000 -0.0688 -0.0219 0.1265 2.7362 2.9884 2.7995
121520.0000 0.0028 0.0109 0.0484 2.7179 2.7824 2.7901
121530.0000 -0.0494 -0.0878 0.0701 2.6629 2.6455 2.8352
121540.0000 -0.0340 0.0144 0.1035 2.6988 2.7328 2.6245
121550.0000 -0.0351 -0.1318 0.2534 2.7486 2.7140 2.6714
121560.0000 -0.1932 0.0229 0.2427 2.7829 2.7517 2.7766
121570.0000 -0.1355 0.0456 0.2565 2.6765 2.8178 2.7027
121580.0000 -0.0253 -0.0247 0.1064 2.6555 2.7992 2.6755
121590.0000 -0.0952 -0.1135 0.1112 2.7030 2.8384 2.8062
121600.0000 -0.0419 -0.1531 0.1880 2.6401 2.7299 2.7241
121610.0000 -0.0322 -0.0610 0.1118 2.7056 2.7409 2.7329
121620.0000 0.0259 -0.0423 0.0758 2.6730 2.8001 2.6522
121630.0000 -0.0866 -0.0197 0.2155 2.7510 2.7183 2.6436
121640.0000 -0.0326 -0.0001 0.0776 2.5842 2.7477 2.7655
121650.0000 -0.0432 -0.0707 -0.0048 2.6558 2.7325 2.6822
121660.0000 0.0504 -0.0465 0.1719 2.7563 2.7621 2.7111
121670.0000 -0.0651 0.0016 0.1215 2.8128 2.8104 2.5781
121680.0000 -0.0018 -0.0959 -0.0069 2.5946 2.7782 2.5493
121690.0000 -0.0110 -0.0767 -0.0157 2.7807 2.7806 2.5397
121700.0000 -0.0396 0.0496 0.1144 2.7554 2.6671 2.7545
121710.0000 -0.0766 0.0218 0.0333 2.7166 2.6615 2.6606
121720.0000 -0.0392 0.0470 0.0041 2.5661 2.6899 2.5629
121730.0000 -0.0823 0.0173 -0.0823 2.4788 2.6939 2.5301
121740.0000 -0.0814 0.2880 0.0320 2.4841 2.7730 2.6618
121750.0000 -0.0551 0.1975 -0.0198 2.5767 2.7692 2.6152
121760.0000 -0.0681 0.1696 0.0580 2.7796 2.8140 2.6296
121770.0000 -0.0254 0.2004 0.0635 2.7020 2.7938 2.5946
121780.0000 -0.1810 0.1261 -0.0500 2.6160 2.7214 2.5895
121790.0000 -0.1444 0.0785 -0.1273 2.6111 2.8228 2.5355
121800.0000 0.0594 0.1865 -0.0334 2.5914 2.8565 2.6718
121810.0000 -0.0970 0.0993 -0.0962 2.5999 2.7023 2.6106
121820.0000 -0.0715 0.1442 -0.2422 2.4878 2.6825 2.4837
121830.0000 0.1401 0.0946 -0.1782 2.6438 2.5656 2.5575
121840.0000 0.1165 0.0267 -0.0248 2.7436 2.7647 2.6328
121850.0000 0.0404 -0.0061 -0.1779 2.6012 2.7425 2.5830
121860.0000 0.0920 -0.0688 -0.1608 2.7342 2.7286 2.6060
121870.0000 0.0611 0.0794 -0.1999 2.8353 2.7679 2.4200
121880.0000 0.2166 0.0094 -0.0381 2.8349 3.0085 2.7172
121890.0000 0.1843 -0.0877 -0.0853 2.6042 2.7962 2.5180
121900.0000 0.1223 0.1183 -0.1129 2.6037 2.7038 2.7478
121910.0000 0.1383 0.1788 -0.0345 2.7822 2.7830 2.5596
121920.0000 0.0485 0.1393 0.0165 2.7974 2.7562 2.5331
121930.0000 0.0765 -0.0788 0.0379 2.6886 2.7149 2.6214
121940.0000 -0.0464 0.0698 0.0251 2.8339 2.8767 2.5754
121950.0000 0.1649 0.0842 0.0964 2.7348 2.7822 2.6419
121960.0000 0.0793 0.0474 -0.1491 2.5810 2.6373 2.6003
121970.0000 0.0614 -0.0916 -0.0167 2.6348 2.7728 2.7383
121980.0000 -0.0068 0.0084 0.0831 2.7181 2.6653 2.6404
121990.0000 0.0124 -0.0186 -0.0026 2.7925 2.6119 2.6121
122000.0000 0.0006 -0.1151 -0.0814 2.7217 2.7715 2.6502
122010.0000 0.0893 -0.0068 0.0840 2.7295 2.7446 2.6272
122020.0000 0.0839 -0.0822 -0.0678 2.7351 2.6795 2.6183
122030.0000 0.0211 -0.1642 0.0426 2.9285 2.8180 2.9353
122040.0000 0.0100 -0.0727 0.0571 2.8931 2.8154 2.6814
122050.0000 -0.0756 -0.0983 0.1021 2.8313 2.7663 2.8128
122060.0000 0.1069 -0.0608 0.0309 2.7844 2.8759 2.8278
122070.0000 0.1637 -0.0455 0.0728 2.6924 2.7313 2.7162
122080.0000 0.1823 0.0152 0.0506 2.8285 2.8563 2.8237
122090.0000 0.0743 -0.0557 0.0379 2.8082 2.9024 2.9309
122100.0000 0.0134 -0.0047 0.0262 2.7370 2.8605 2.8269
122110.0000 0.0408 -0.0926 -0.0479 2.7176 2.7478 2.7692
122120.0000 0.1123 -0.1405 0.1319 2.5679 2.7240 2.6334
122130.0000 -0.2107 -0.1670 0.1899 2.6455 2.8277 2.6684
122140.0000 -0.0268 -0.2197 0.2679 2.7847 2.7676 2.6984
122150.0000 -0.1243 -0.1148 0.1655 2.7257 2.7266 2.6159
122160.0000 -0.1279 -0.0854 0.2276 2.7075 2.7599 2.7173
122170.0000 -0.0646 -0.1631 0.0575 2.6914 2.6729 2.5737
122180.0000 -0.1512 -0.1450 0.1669 2.6780 2.7726 2.7090
122190.0000 -0.1240 -0.0449 0.0534 2.7167 2.9087 2.4908
122200.0000 -0.1062 -0.2681 0.0097 2.6803 2.9123 2.6553
122210.0000 -0.1256 -0.1450 0.0307 2.7501 2.8563 2.7302
122220.0000 -0.0635 -0.2429 -0.0430 2.7222 2.8335 2.6650
122230.0000 0.0174 -0.2031 0.0279 2.7354 2.7609 2.5160
122240.0000 -0.1313 -0.2921 0.0692 2.8011 2.6538 2.6186
122250.0000 0.0275 -0.1916 -0.0103 2.8085 2.6224 2.5821
122260.0000 -0.0553 -0.2332 -0.1083 2.8436 2.6861 2.7019
122270.0000 0.0219 -0.1860 -0.0984 2.9604 2.7538 2.6190
122280.0000 -0.0358 -0.1474 -0.0240 2.8906 2.9195 2.7036
122290.0000 -0.0171 -0.2319 0.0791 2.7745 2.7540 2.7380
122300.0000 -0.0590 -0.2166 0.0251 2.8449 3.0076 2.5956
122310.0000 0.0486 -0.2798 0.0655 2.8041 2.7841 2.6864
122320.0000 -0.0294 -0.2138 0.0088 2.7177 2.9488 2.8288
122330.0000 -0.1861 0.0448 -0.0594 2.8611 2.8511 2.6794
122340.0000 0.0808 0.0069 -0.0081 2.9693 2.6657 2.7294
122350.0000 -0.1181 0.0246 0.0100 2.8271 2.5065 2.6695
122360.0000 -0.1091 -0.0087 0.0547 2.7384 2.6748 2.6080
122370.0000 -0.1676 0.1035 -0.0442 2.7831 2.7039 2.7620
122380.0000 -0.0397 -0.0974 -0.0472 2.7177 2.7866 2.7896
122390.0000 0.0381 0.0072 -0.0601 2.7232 2.7850 2.7427
122400.0000 -0.0178 -0.0301 -0.0610 2.7045 2.6344 2.5571
122410.0000 -0.0340 -0.1586 -0.0247 2.6913 2.7604 2.6483
122420.0000 -0.0410 -0.0383 0.0896 2.9426 2.7923 2.5675
122430.0000 -0.0518 -0.0729 0.0225 2.9712 2.7495 2.6426
122440.0000 0.0102 -0.0529 -0.0830 2.8248 2.6807 2.5536
122450.0000 -0.0485 0.0168 -0.0799 2.7625 2.7503 2.7881
122460.0000 -0.0236 0.0031 -0.2462 2.6135 2.6030 2.7743
122470.0000 -0.0964 0.0356 -0.1521 2.6412 2.7536 2.7855
122480.0000 0.0197 0.1293 -0.0834 2.8201 2.6181 2.8800
122490.0000 -0.1195 -0.0581 -0.1880 2.6818 2.7478 2.7433
122500.0000 -0.0226 0.0327 0.0359 2.5652 2.7419 2.7612
122510.0000 0.0574 0.0428 -0.1219 2.6511 2.7739 2.6622
122520.0000 0.0005 -0.0282 -0.0561 2.7761 2.7539 2.6394
122530.0000 -0.0502 0.0499 -0.0909 2.7204 2.4965 2.7602
122540.0000 0.0590 0.0595 0.0735 2.5861 2.7783 2.8807
122550.0000 0.0481 0.2469 0.0260 2.6374 2.5696 2.9322
122560.0000 -0.0781 -0.0328 0.0601 2.5977 2.6885 2.7577
122570.0000 -0.0857 -0.0507 0.0820 2.6726 2.7187 2.6652
122580.0000 -0.0385 0.0211 -0.0371 2.5107 2.6382 2.7359
122590.0000 -0.0023 0.0531 -0.0164 2.5792 2.6318 2.6653
122600.0000 0.1455 0.0159 -0.0304 2.4946 2.7493 2.7213
122610.0000 0.0039 0.0368 0.0597 2.5451 2.6035 2.6449
122620.0000 0.0598 0.0686 0.0384 2.6935 2.6865 2.8822
122630.0000 -0.0664 0.1751 0.1062 2.6721 2.6992 2.6322
122640.0000 0.0006 0.1495 0.0655 2.6968 2.5655 2.6188
122650.0000 -0.0306 0.1749 0.0884 2.5486 2.6724 2.6788
122660.0000 -0.0235 0.2809 0.0349 2.5637 2.6284 2.6327
122670.0000 -0.1032 0.1845 0.0972 2.6804 2.7489 2.7302
122680.0000 -0.0514 0.4963 0.0412 2.7316 2.5871 2.7035
122690.0000 0.0676 0.2817 -0.0044 2.8254 2.7884 2.8738
122700.0000 0.0364 0.2137 -0.0960 2.7517 2.6431 2.7643
122710.0000 -0.0875 0.2785 -0.1135 2.7816 2.5853 2.6306
122720.0000 -0.0357 0.1942 -0.0235 2.5679 2.5995 2.7263
122730.0000 -0.1915 0.0854 0.0930 2.7685 2.6988 2.5946
122740.0000 -0.0466 0.2200 -0.0476 2.7222 2.6113 2.4965
122750.0000 0.0190 0.2903 -0.1113 2.8974 2.7055 2.6607
122760.0000 0.1178 0.2749 -0.0796 2.8016 2.7498 2.8263
122770.0000 0.0508 0.2310 -0.1578 2.8631 2.6248 2.7038
122780.0000 -0.1269 0.2131 -0.1333 2.8535 2.8015 2.7526
122790.0000 -0.1805 0.2192 0.0211 2.8173 2.9111 2.7673
122800.0000 -0.1369 0.2341 -0.0760 2.9204 2.6087 2.7084
122810.0000 -0.1751 0.1596 0.0078 2.8344 2.6788 2.6396
122820.0000 -0.0994 0.2353 0.0524 2.6971 2.5879 2.7295
122830.0000 -0.0524 0.2880 0.0196 2.6890 2.5413 2.5681
122840.0000 0.1068 0.1994 0.0253 2.8456 2.6152 2.6931
122850.0000 0.0286 0.1718 -0.1037 2.7710 2.5688 2.6849
